file_id,analysis_id,sample_id,inchikey,smiles_canonical,instrument,x_min,x_max,n_points,resolution,is_multifragment,has_unusual_elements,sampling_procedure,split,x_min_cm,x_max_cm
C100005_1,C100005_1,C100005,CZGCEKJOLUNIFY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)cc1,"Not specified, most likely a prism, grating, or hybrid spect",626.0721485543994,5000.0,2049,4,False,False,TRANSMISSION,confirm,628.0,4000.0
C100027_2,C100027_2,C100027,BTJIUGUIPKRLHP-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)cc1,BAIRD (GRATING),626.0,4000.0,3375,2,False,False,,confirm,626.0,4000.0
C1000493_0,C1000493_0,C1000493,LYVYUAHSSSHKHC-UHFFFAOYSA-N,CCCC[Si](C)(C)C,PERKIN-ELMER 521 (GRATING),203.607,3802.91,3868,2,False,False,TRANSMISSION,confirm,400.0,3802.0
C1000506_1,C1000506_1,C1000506,MXOSTENCGSDMRE-UHFFFAOYSA-N,CCCC[Si](C)(C)Cl,PERKIN-ELMER 521 (GRATING),242.0,3820.0,3579,2,False,False,,confirm,400.0,3820.0
C100057612_0,C100057612_0,C100057612,VJLPIPHTBGYWGJ-UHFFFAOYSA-N,OC1CCCCC1n1cnc2cncnc21,PERKIN-ELMER 21 (GRATING),596.989,4011.87,3404,2,False,False,TRANSMISSION,confirm,598.0,4000.0
C100058193_0,C100058193_0,C100058193,PTKGJBVNKJGCPC-UHFFFAOYSA-N,NNc1ncnc2c1ncn2C1C=CCCC1,PERKIN-ELMER 21 (GRATING),602.773,4015.0,3397,2,False,False,TRANSMISSION,confirm,604.0,4000.0
C100061_2,C100061_2,C100061,NTPLXRHDUXRPNE-UHFFFAOYSA-N,COc1ccc(C(C)=O)cc1,DOW KBr FOREPRISM-GRATING,390.0,3800.0,3411,2,False,False,TRANSMISSION,confirm,400.0,3800.0
C100096591_0,C100096591_0,C100096591,JMCPSSGDDONVOA-UHFFFAOYSA-N,CCOC(=O)Nc1ccccc1C(C)(C)C,BECKMAN IR-4 (HYBRID PRISM-GRATING),626.0,4000.0,3375,2,False,False,TRANSMISSION,confirm,626.0,4000.0
C100120216_0,C100120216_0,C100120216,YXRNUAFSOKLXCL-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCCOC(=O)C(C)(Cl)Cl,"Not specified, most likely a prism, grating, or hybrid spect",629.5524511624686,4835.58994197292,2025,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C100123384_0,C100123384_0,C100123384,VSCXKFCALANVFG-UHFFFAOYSA-N,Cc1cc(Nc2ccc(Br)cc2)n2ncnc2n1,"Not specified, most likely a prism, grating, or hybrid spect",626.7234895963901,4780.114722753346,1971,4,False,False,TRANSMISSION,confirm,628.0,4000.0
C100129_0,C100129_0,C100129,RESTWAHJFMZUIZ-UHFFFAOYSA-N,CCc1ccc([N+](=O)[O-])cc1,"Not specified, most likely a prism, grating, or hybrid spect",629.0890790135883,4995.004995004995,2131,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C100136116_0,C100136116_0,C100136116,RZTWAUXNHFCSKX-UHFFFAOYSA-N,CC(COC(=O)C(Cl)(Cl)CCl)Oc1cc(Cl)c(Cl)cc1Cl,"Not specified, most likely a prism, grating, or hybrid spect",628.6659080764709,4930.966469428008,2128,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C100141308_0,C100141308_0,C100141308,NQEYFCHLAJWJIX-UHFFFAOYSA-N,CC(=O)Nc1ccc(C(C)(C)C)cc1Cl,BECKMAN IR-4 (HYBRID PRISM-GRATING),625.336,3929.29,3375,2,False,False,TRANSMISSION,confirm,626.0,3928.0
C100141_2,C100141_2,C100141,KGCNHWXDPDPSBV-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(CCl)cc1,PERKIN-ELMER 521 (GRATING),378.0,3912.0,3535,2,False,False,,confirm,400.0,3912.0
C100144932_0,C100144932_0,C100144932,OGSXJBSVCOSDQU-UHFFFAOYSA-N,COC(=O)C(O)(C1CC1)C1CC1,PERKIN-ELMER,646.036565669617,4982.561036372696,1968,4,False,False,TRANSMISSION,confirm,648.0,4000.0
C10017115_0,C10017115_0,C10017115,MLGWTHRHHANFCC-UHFFFAOYSA-N,C=CCN.Cl,PERKIN-ELMER 157,667.0,4000.0,3334,2,True,False,TRANSMISSION,confirm,668.0,4000.0
C10017375_0,C10017375_0,C10017375,DLDIDQIZPBIVNQ-UHFFFAOYSA-N,CC(C)(C)N.Cl,PERKIN-ELMER,649.18624504184,4940.711462450593,2189,4,True,False,TRANSMISSION,confirm,650.0,4000.0
C100185_1,C100185_1,C100185,SPPWGCYEYAMHDT-UHFFFAOYSA-N,CC(C)c1ccc(C(C)C)cc1,PERKIN-ELMER,584.555,3938.03,1984,4,False,False,TRANSMISSION,confirm,586.0,3938.0
C100191604_0,C100191604_0,C100191604,IUMJNTAJYBUFGP-UHFFFAOYSA-N,CC(=O)N(c1nnc(Cl)s1)N(C(C)=O)c1nnc(Cl)s1,"Not specified, most likely a prism, grating, or hybrid spect",650.4911207962011,4955.401387512389,2223,4,False,False,TRANSMISSION,confirm,652.0,4000.0
C10020754_0,C10020754_0,C10020754,CLFLNVLCCRFNQV-UHFFFAOYSA-N,C=NN1CCOC1=O,PERKIN-ELMER 621,250.438,4001.76,2857,4,False,False,TRANSMISSION,confirm,400.0,4000.0
C100209_0,C100209_0,C100209,LXEJRKJRKIFVNY-UHFFFAOYSA-N,O=C(Cl)c1ccc(C(=O)Cl)cc1,"Not specified, most likely a prism, grating, or hybrid spect",629.0455491882167,4933.399111988159,2027,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C100287_0,C100287_0,C100287,GFNKTLQTQSALEJ-UHFFFAOYSA-N,O=C=Nc1ccc([N+](=O)[O-])cc1,"Not specified, most likely a grating spectrometer.",666.3601410018058,4918.839153959666,1954,4,False,False,TRANSMISSION,confirm,668.0,4000.0
C10036643_0,C10036643_0,C10036643,OVRNDRQMDRJTHS-QQGCVABSSA-N,CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O,BECKMAN IR-9 (GRATING),404.0,3800.0,3397,2,False,False,TRANSMISSION,confirm,404.0,3800.0
C100378_1,C100378_1,C100378,BFSVOASYOCHEOV-UHFFFAOYSA-N,CCN(CC)CCO,BAIRD (PRISM),625.9075659706574,4987.5311720698255,2963,2,False,False,TRANSMISSION,confirm,626.0,4000.0
C100397986_0,C100397986_0,C100397986,UOKLBOQEDRSRDJ-UHFFFAOYSA-N,Nc1cc2c(cc1Br)-c1ccccc1C2O,BECKMAN IR-9 (GRATING),402.928,3804.4,3873,2,False,False,TRANSMISSION,confirm,404.0,3804.0
C100403_2,C100403_2,C100403,BBDKZWKEPDTENS-UHFFFAOYSA-N,C=CC1CC=CCC1,PERKIN-ELMER 621 (GRATING),244.0,4000.0,3757,2,False,False,TRANSMISSION,confirm,400.0,4000.0
C100414_2,C100414_2,C100414,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,CCc1ccccc1,PERKIN-ELMER,589.426,3942.42,1991,4,False,False,TRANSMISSION,confirm,590.0,3942.0
C100425_3,C100425_3,C100425,PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,DOW KBr FOREPRISM-GRATING,457.984,3800.64,3814,4,False,False,TRANSMISSION,confirm,458.0,3800.0
C100436053_0,C100436053_0,C100436053,CJVPWNJSVOPLPU-UHFFFAOYSA-N,O=C1CCN2c3ccccc3N3CCC(=O)c4c3c2c1c1ccccc41,"Not specified, most likely a prism, grating, or hybrid spect",624.7383907988531,4950.495049504951,2102,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C100436_0,C100436_0,C100436,KFDVPJUYSDEJTH-UHFFFAOYSA-N,C=Cc1ccncc1,PERKIN-ELMER 521 (GRATING),301.39,3804.96,3625,2,False,False,TRANSMISSION,confirm,400.0,3804.0
C1004393_0,C1004393_0,C1004393,QCAWOHUJKPKOMD-UHFFFAOYSA-N,Nc1cc(N)[nH]c(=S)n1,"Not specified, most likely a prism, grating, or hybrid spect",670.625,3980.95,3532,4,False,False,TRANSMISSION,confirm,672.0,3980.0
C1004406_0,C1004406_0,C1004406,YFYYRKDBDBILSD-UHFFFAOYSA-N,Nc1cc(=O)[nH]c(=S)[nH]1,PERKIN-ELMER 21 (GRATING),640.42,3810.0,3159,2,False,False,,confirm,642.0,3810.0
C100458_2,C100458_2,C100458,GYBNBQFUPDFFQX-UHFFFAOYSA-N,N#CC1CC=CCC1,PERKIN-ELMER 521 (GRATING),482.158,3901.09,2686,4,False,False,TRANSMISSION,confirm,484.0,3900.0
C100469_1,C100469_1,C100469,WGQKYBSKWIADBV-UHFFFAOYSA-N,NCc1ccccc1,PERKIN-ELMER 521 (GRATING),254.288,3986.43,2927,2,False,False,TRANSMISSION,confirm,400.0,3986.0
C100470_1,C100470_1,C100470,JFDZBHWFFUWGJE-UHFFFAOYSA-N,N#Cc1ccccc1,PERKIN-ELMER,649.1272484145067,4868.549172346641,1978,4,False,False,TRANSMISSION,confirm,650.0,4000.0
C100492_1,C100492_1,C100492,VSSAZBXXNIABDN-UHFFFAOYSA-N,OCC1CCCCC1,PERKIN-ELMER 21 (GRATING),604.835,4004.84,2602,2,False,False,TRANSMISSION,confirm,606.0,4000.0
C100516_1,C100516_1,C100516,WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,PERKIN-ELMER 21 (GRATING),667.0,4000.0,3334,2,False,False,TRANSMISSION,confirm,668.0,4000.0
C100527_2,C100527_2,C100527,HUMNYLRZRPPJDN-UHFFFAOYSA-N,O=Cc1ccccc1,PERKIN-ELMER 180,404.727,4010.04,3052,4,False,False,TRANSMISSION,confirm,406.0,4000.0
C1005385_0,C1005385_0,C1005385,ISUXMAHVLFRZQU-UHFFFAOYSA-N,CSc1nc(N)cc(Cl)n1,PERKIN-ELMER 21 (GRATING),603.652,3812.1,2658,2,False,False,TRANSMISSION,confirm,604.0,3812.0
C100549_1,C100549_1,C100549,GZPHSAQLYPIAIN-UHFFFAOYSA-N,N#Cc1cccnc1,"Not specified, most likely a prism, grating, or hybrid spect",624.0366434317024,4894.762604013705,1939,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C100618_1,C100618_1,C100618,AFBPFSWMIHJQDM-UHFFFAOYSA-N,CNc1ccccc1,BECKMAN IR-4 (HYBRID PRISM-GRATING),665.5175397147592,10373.44398340249,2689,4,False,False,TRANSMISSION,confirm,666.0,4000.0
C1006208_0,C1006208_0,C1006208,HDAZBCXPLJHIIY-UHFFFAOYSA-N,Cn1cnc2c(=S)[nH]cnc21,PERKIN-ELMER 21 (GRATING),591.477,4018.0,3412,2,False,False,,confirm,592.0,4000.0
C100641_1,C100641_1,C100641,VEZUQRBDRNJBJY-UHFFFAOYSA-N,ON=C1CCCCC1,"Not specified, most likely a prism, grating, or hybrid spect",628.4881090049777,4948.045522018803,2027,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C100709_1,C100709_1,C100709,FFNVQNRYTPFDDP-UHFFFAOYSA-N,N#Cc1ccccn1,PERKIN-ELMER 521 (GRATING),237.192,3899.44,3861,4,False,False,TRANSMISSION,confirm,400.0,3898.0
C100710803_0,C100710803_0,C100710803,DCABTKWLKSBDTJ-UHFFFAOYSA-N,CC(C)NC(=O)c1ccc2ccccc2c1O,"Not specified, most likely a prism, grating, or hybrid spect",632.499067063876,4914.004914004914,1957,4,False,False,TRANSMISSION,confirm,634.0,4000.0
C100732_0,C100732_0,C100732,NPWYTMFWRRIFLK-UHFFFAOYSA-N,O=CC1CCC=CO1,PERKIN-ELMER 521 (GRATING),592.905,3947.64,1987,4,False,False,TRANSMISSION,confirm,594.0,3946.0
C100754_0,C100754_0,C100754,UWSDONTXWQOZFN-UHFFFAOYSA-N,O=NN1CCCCC1,"Not specified, most likely a prism, grating, or hybrid spect",624.7461968575267,4938.271604938272,2259,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C100823_1,C100823_1,C100823,QVSVMNXRLWSNGS-UHFFFAOYSA-N,NCc1cccc(F)c1,DOW KBr FOREPRISM-GRATING,459.0,3808.0,3350,2,False,False,TRANSMISSION,confirm,460.0,3808.0
C100834_0,C100834_0,C100834,IAVREABSGIHHMO-UHFFFAOYSA-N,O=Cc1cccc(O)c1,"Not specified, most likely a prism, grating, or hybrid spect",624.7344878426669,4882.8125,2048,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C100845_1,C100845_1,C100845,OSIGJGFTADMDOB-UHFFFAOYSA-N,COc1cccc(C)c1,"Not specified, most likely a prism, grating, or hybrid spect",624.9023590064052,4926.108374384237,2162,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C100883076_0,C100883076_0,C100883076,RTYJHJVSHFWKFJ-UHFFFAOYSA-N,Cc1cc(NCCNc2cc(C)nc3ncnn23)n2ncnc2n1,"Not specified, most likely a prism, grating, or hybrid spect",624.9921875976551,4926.108374384237,1989,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C1008895_0,C1008895_0,C1008895,VQGHOUODWALEFC-UHFFFAOYSA-N,c1ccc(-c2ccccn2)cc1,DOW KBr FOREPRISM-GRATING,459.0,3800.0,3342,2,False,False,TRANSMISSION,confirm,460.0,3800.0
C100889_0,C100889_0,C100889,HCAJEUSONLESMK-UHFFFAOYSA-N,O=S(=O)(O)NC1CCCCC1,"Not specified, most likely a prism, grating, or hybrid spect",647.0397929472663,4945.598417408507,1861,4,False,False,TRANSMISSION,confirm,648.0,4000.0
C10089459_0,C10089459_0,C10089459,ZZDFZNPBXGCBBN-CHHVJCJISA-N,CC(C)COC(=O)/C=C(/CC(=O)OCC(C)C)C(=O)OCC(C)C,DOW KBr FOREPRISM-GRATING,393.0,3800.0,3408,2,False,False,TRANSMISSION,confirm,400.0,3800.0
C100936_0,C100936_0,C100936,KEZPMZSDLBJCHH-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)Nc2ccc(Nc3ccccc3)cc2)cc1,BAIRD (PRISM),625.5669200212693,4904.364884747425,2846,2,False,False,TRANSMISSION,confirm,626.0,4000.0
C100960201_0,C100960201_0,C100960201,BJAYANZFEQNNDV-UHFFFAOYSA-N,CN(C)c1nc(Cl)nc2nc[nH]c12,PERKIN-ELMER 21 (GRATING),620.0,4019.99,3381,2,False,False,TRANSMISSION,confirm,620.0,4000.0
C100961237_0,C100961237_0,C100961237,QWIBKUQOFSIULI-UHFFFAOYSA-N,O=C(OCC(COc1cc(Cl)c(Cl)cc1Cl)OC(=O)C(Cl)(Cl)CCl)C(Cl)(Cl)CCl,"Not specified, most likely a prism, grating, or hybrid spect",628.9229066301053,4930.966469428008,2127,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C100964963_0,C100964963_0,C100964963,AAGDPOKIFBYAMI-UHFFFAOYSA-N,CC(=O)Nc1cc2c(cc1[N+](=O)[O-])-c1ccc([N+](=O)[O-])cc1C2=O,DOW KBr FOREPRISM-GRATING,455.0,3800.0,3346,2,False,False,TRANSMISSION,confirm,456.0,3800.0
C100965466_0,C100965466_0,C100965466,FATMGHVPZCFLDB-UHFFFAOYSA-N,O=C1N(Cl)C(=O)C(c2ccccc2)(c2ccccc2)N1Cl,"Not specified, most likely a prism, grating, or hybrid spect",625.5434408642508,4882.8125,2046,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C1009934_1,C1009934_1,C1009934,WGGNJZRNHUJNEM-UHFFFAOYSA-N,C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,PERKIN-ELMER 521 (GRATING),225.0,3806.0,3582,2,False,False,TRANSMISSION,confirm,400.0,3806.0
C10099715_0,C10099715_0,C10099715,NFCMRHDORQSGIS-KTKRTIGZSA-N,CCCCCOC(=O)/C=C\C(=O)OCCCCC,"Not specified, most likely a prism, grating, or hybrid spect",625.6412823143722,4701.457451810062,1924,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C101080164_0,C101080164_0,C101080164,RLRUJMDXPFHVDE-UHFFFAOYSA-N,CCNc1ncncc1N,PERKIN-ELMER 21 (GRATING),596.973,4019.99,3402,2,False,False,TRANSMISSION,confirm,598.0,4000.0
C101096600_0,C101096600_0,C101096600,KKLFMUOVHGJHOX-UHFFFAOYSA-N,CC(Cl)(Cl)C(=O)OCC(COc1cc(Cl)c(Cl)cc1Cl)OC(=O)C(C)(Cl)Cl,"Not specified, most likely a prism, grating, or hybrid spect",628.1998932060181,4933.399111988159,2048,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C101103224_0,C101103224_0,C101103224,GRZHGZVUENNXNQ-UHFFFAOYSA-N,CCOC(=O)Cn1cnc2c(Nc3ccc(Cl)cc3)ncnc21,PERKIN-ELMER 521 (GRATING),253.0,4008.0,3748,2,False,False,TRANSMISSION,confirm,400.0,4000.0
C101107088_0,C101107088_0,C101107088,NUEFNOFCCKXHOY-UHFFFAOYSA-N,C=CCC(C(=O)OCC)(C(=O)OCC)C(CC)CC,PERKIN-ELMER,647.5341898052218,4773.26968973747,2014,4,False,False,TRANSMISSION,confirm,648.0,4000.0
C101144_0,C101144_0,C101144,IBOFVQJTBBUKMU-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,BECKMAN IR-4 (HYBRID PRISM-GRATING),628.58,3906.25,3373,2,False,False,TRANSMISSION,confirm,630.0,3906.0
C1011503_0,C1011503_0,C1011503,VPDAGUVEZGEHJJ-UHFFFAOYSA-N,OCCc1ccc2ccccc2n1,"Not specified, most likely a prism, grating, or hybrid spect",666.875,3988.44,3544,4,False,False,TRANSMISSION,confirm,668.0,3988.0
C101177_0,C101177_0,C101177,OHHIBZKYXJDQEU-UHFFFAOYSA-N,Clc1cccc(Nc2ccccc2)c1,PERKIN-ELMER 21 (GRATING),650.0,4000.0,3351,2,False,False,TRANSMISSION,confirm,650.0,4000.0
C101202_0,C101202_0,C101202,ICUTUKXCWQYESQ-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,"Not specified, most likely a prism, grating, or hybrid spect",625.4299831133904,4916.420845624386,2111,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C101213_1,C101213_1,C101213,CWJSHJJYOPWUGX-UHFFFAOYSA-N,CC(C)OC(=O)Nc1cccc(Cl)c1,"Not specified, most likely a prism, grating, or hybrid spect",628.6659080764709,4901.9607843137255,2075,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C101231372_0,C101231372_0,C101231372,CBPRYLRJCMKRLO-UHFFFAOYSA-N,Cl.O=C1Nc2ccccc2C1(CCNCc1ccccc1)c1ccccc1,PERKIN-ELMER 21 (GRATING),656.0,4000.0,3345,2,True,False,,confirm,656.0,4000.0
C101251438_0,C101251438_0,C101251438,LXLSAAOQPMAASG-UHFFFAOYSA-N,CNc1nc(N(C)C)c2[nH]cnc2n1,PERKIN-ELMER 21 (GRATING),612.12,4015.0,3389,2,False,False,TRANSMISSION,confirm,614.0,4000.0
C101259498_0,C101259498_0,C101259498,IPLFNHLVWCCYOL-UHFFFAOYSA-N,Br.NCCSC(=O)c1ccccc1,PERKIN-ELMER 21 (GRATING),601.247,3914.83,2685,4,True,False,TRANSMISSION,confirm,602.0,3914.0
C10126699_0,C10126699_0,C10126699,QSOSUDRRPSNGFF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)C(CCCCCCCCCCCCCCCC)C(=O)OC,PERKIN-ELMER,662.1858755752739,4916.420845624386,1933,4,False,False,TRANSMISSION,confirm,664.0,4000.0
C1012722_0,C1012722_0,C1012722,OOWNNCMFKFBNOF-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(C)(C)C)cc1,DOW KBr FOREPRISM-GRATING,393.0,3816.0,3424,2,False,False,TRANSMISSION,confirm,400.0,3816.0
C101279087_0,C101279087_0,C101279087,FGLPRSIDBGZJGS-UHFFFAOYSA-N,c1ccc(-c2nnc(N=Nc3nnc(-c4ccccc4)s3)s2)cc1,"Not specified, most likely a prism, grating, or hybrid spect",649.4771708774437,4926.108374384237,2221,4,False,False,TRANSMISSION,confirm,650.0,4000.0
C101287052_0,C101287052_0,C101287052,SXMOTVHITGZJHI-UHFFFAOYSA-N,CCCCCNC(=O)c1ccc2ccccc2c1O,"Not specified, most likely a prism, grating, or hybrid spect",632.7512022272842,4901.9607843137255,1966,4,False,False,TRANSMISSION,confirm,634.0,4000.0
C101288237_0,C101288237_0,C101288237,MLSSAYAOIBJWSS-UHFFFAOYSA-N,NC(=O)CP(=O)(OCc1ccccc1)OCc1ccccc1,PERKIN-ELMER 21 (GRATING),610.806,3917.95,2779,2,False,False,TRANSMISSION,confirm,612.0,3916.0
C101292506_0,C101292506_0,C101292506,AOINDYIVJHQCMT-UHFFFAOYSA-N,Cc1cc(Cl)ccc1OCC(COC(=O)C(C)(Cl)Cl)OC(=O)C(C)(Cl)Cl,"Not specified, most likely a prism, grating, or hybrid spect",628.428864994627,4899.559039686428,2128,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C10138177_0,C10138177_0,C10138177,JZUPYBRYQINNRE-UHFFFAOYSA-N,CC1COCC(C)O1,BAIRD (GRATING),626.0,4000.0,3375,2,False,False,,confirm,626.0,4000.0
C101382_0,C101382_0,C101382,YHUMTHWQGWPJOQ-UHFFFAOYSA-N,O=C1C(Cl)=CC(=NCl)C=C1Cl,"Not specified, most likely a prism, grating, or hybrid spect",625.0,4938.271604938272,2256,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C10138893_0,C10138893_0,C10138893,OMAKZNALRADTRX-UHFFFAOYSA-N,COC(C)CC(OC)OC,DOW KBr FOREPRISM-GRATING,465.0,3804.0,3340,2,False,False,TRANSMISSION,confirm,466.0,3804.0
C101399455_0,C101399455_0,C101399455,YHCDIRLMNFOILS-UHFFFAOYSA-N,CC(=O)OCC(=O)C1(O)CCC2C3CC(OC(C)=O)C4=CC(=O)CCC4(C)C3C(O)CC21C,BECKMAN IR-7,599.27,4012.42,4677,4,False,False,TRANSMISSION,confirm,600.0,4000.0
C101484_1,C101484_1,C101484,WNJSKZBEWNVKGU-UHFFFAOYSA-N,COC(Cc1ccccc1)OC,"Not specified, most likely a prism, grating, or hybrid spect",666.9200963032619,3971.405877680699,2110,4,False,False,TRANSMISSION,confirm,668.0,3970.0
C101501171_0,C101501171_0,C101501171,UWOMNSAPCNHFGY-UHFFFAOYSA-N,O=C1N(C2CCCCC2)CC2CC1(c1ccccc1)c1ccccc1O2,PERKIN-ELMER 21 (GRATING),666.0,4000.0,3335,2,False,False,,confirm,666.0,4000.0
C101583851_0,C101583851_0,C101583851,MVTIEKNFOFJLRT-UHFFFAOYSA-N,CCN(CC)c1ccc2c(c1)C(O)c1ccccc1-2,DOW KBr FOREPRISM-GRATING,389.0,3804.0,3416,2,False,False,TRANSMISSION,confirm,400.0,3804.0
C101586_0,C101586_0,C101586,AJDONJVWDSZZQF-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1ccc(Oc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,DOW KBr FOREPRISM-GRATING,392.0,3800.0,3409,2,False,False,TRANSMISSION,confirm,400.0,3800.0
C101611750_0,C101611750_0,C101611750,UQSQGZQFVQERPO-UHFFFAOYSA-N,CC(C)C(=O)OC1C(C)(C)C(OC(=O)C(C)C)C(C)(C)C(OC(=O)C(C)C)C1(C)C,"Not specified, most likely a prism, grating, or hybrid spect",626.017278076875,5000.0,2038,4,False,False,TRANSMISSION,confirm,628.0,4000.0
C101611_1,C101611_1,C101611,JNRLEMMIVRBKJE-UHFFFAOYSA-N,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,DOW KBr FOREPRISM-GRATING,447.0,3820.0,3374,2,False,False,TRANSMISSION,confirm,448.0,3820.0
C101633_0,C101633_0,C101633,MWAGUKZCDDRDCS-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,"Not specified, most likely a prism, grating, or hybrid spect",625.7900599506878,4965.24329692155,2052,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C101677_1,C101677_1,C101677,QAPVYZRWKDXNDK-UHFFFAOYSA-N,CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1,PERKIN-ELMER 521 (GRATING),242.0,3814.0,3573,2,False,False,,confirm,400.0,3814.0
C1016780_0,C1016780_0,C1016780,CPLWKNRPZVNELG-UHFFFAOYSA-N,O=C(c1ccccc1)c1cccc(Cl)c1,"Not specified, most likely a prism, grating, or hybrid spect",625.2344629235963,4965.24329692155,2041,4,False,False,TRANSMISSION,confirm,626.0,4000.0
C101702_1,C101702_1,C101702,VCOONNWIINSFBA-UHFFFAOYSA-N,COc1ccc(Nc2ccc(OC)cc2)cc1,PERKIN-ELMER,658.1155519286076,4901.9607843137255,1955,4,False,False,TRANSMISSION,confirm,660.0,4000.0
C101716147_0,C101716147_0,C101716147,GKSAMJFHCPTQOS-UHFFFAOYSA-N,Oc1c(Cl)c(Nc2ccccc2)c(O)c(Cl)c1Nc1ccccc1,"Not specified, most likely a prism, grating, or hybrid spect",629.3107788350198,4948.045522018803,2025,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C101724_1,C101724_1,C101724,OUBMGJOQLXMSNT-UHFFFAOYSA-N,CC(C)Nc1ccc(Nc2ccccc2)cc1,BECKMAN IR-9 (GRATING),402.0,3800.0,3399,2,False,False,,confirm,402.0,3800.0
C101772332_0,C101772332_0,C101772332,NXOVDGSWSADBOP-UHFFFAOYSA-N,CCCCCCOc1ccc(C(N)=O)cc1,PERKIN-ELMER 421 (GRATING),642.909,3899.2,2553,2,False,False,TRANSMISSION,confirm,644.0,3898.0
C101779_1,C101779_1,C101779,YBRVSVVVWCFQMG-UHFFFAOYSA-N,Nc1ccc(Cc2ccc(N)cc2)cc1,BECKMAN IR-4 (HYBRID PRISM-GRATING),626.0,4000.0,3375,2,False,False,TRANSMISSION,confirm,626.0,4000.0
C101790027_0,C101790027_0,C101790027,CNAZCZPBIZXVKY-UHFFFAOYSA-N,CC12CCc3c(ccc4cc(O)ccc34)C1CCC(=O)O2,BECKMAN IR-7,603.634,4002.6,4677,4,False,False,TRANSMISSION,confirm,604.0,4000.0
C10179916_0,C10179916_0,C10179916,JVDLELCXTCJCSN-UHFFFAOYSA-N,CS(=O)(=O)c1nc2ncncc2[nH]1,PERKIN-ELMER 21 (GRATING),618.896,3812.85,3184,2,False,False,,confirm,620.0,3812.0
C101837_1,C101837_1,C101837,XBPCUCUWBYBCDP-UHFFFAOYSA-N,C1CCC(NC2CCCCC2)CC1,PERKIN-ELMER 521 (GRATING),237.261,4002.55,3942,4,False,False,TRANSMISSION,confirm,400.0,4000.0
C101861170_0,C101861170_0,C101861170,PZCCURWYGRJQAG-UHFFFAOYSA-N,CCc1nc2c(S)ncnc2[nH]1,PERKIN-ELMER 21 (GRATING),599.727,4010.0,3401,2,False,False,TRANSMISSION,confirm,600.0,4000.0
C101865854_0,C101865854_0,C101865854,ZCFMAVGMRKJUOC-UHFFFAOYSA-N,CCC(=O)Oc1c(Cl)cc(C(C)(C)C)cc1C(C)(C)C,"Not specified, most likely a prism, grating, or hybrid spect",629.1128250940524,4923.682914820285,2119,4,False,False,TRANSMISSION,confirm,630.0,4000.0
C101871_0,C101871_0,C101871,ZRMMVODKVLXCBB-UHFFFAOYSA-N,c1ccc(Nc2ccc(NC3CCCCC3)cc2)cc1,"Not specified, most likely a prism, grating, or hybrid spect",665.1722463531931,5055.611729019211,1942,4,False,False,TRANSMISSION,confirm,666.0,4000.0
