rule_id,stratum,tier,group,truth_group,wn_min,wn_max,rule_intensity,rule_shape,requires,forbids,prominence,definition,n,n_pos,prevalence,TP,FP,FN,TN,sensitivity,specificity,PPV,NPV,LR_pos,LR_pos_lo,LR_pos_hi,LR_pos_boot_lo,LR_pos_boot_hi,LR_neg,LR_neg_lo,LR_neg_hi,underpowered,fp_enriched_groups
SMITH-BR5-ETHER-ARYL-CO,main,group,aryl ether,ether_aryl,1200.0,1300.0,any,any,,,0.1,+shape,1539,13,0.008,13,1353,0,173,1.0,0.113,0.01,1.0,1.09,0.98,1.21,,,0.31,0.02,4.8,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.01,position,1539,721,0.468,721,804,0,14,1.0,0.017,0.473,1.0,1.02,1.01,1.03,,,0.04,0.0,0.65,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.01,+intensity,1539,721,0.468,561,160,160,658,0.778,0.804,0.778,0.804,3.98,3.44,4.6,,,0.28,0.24,0.32,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.01,+shape,1539,721,0.468,561,160,160,658,0.778,0.804,0.778,0.804,3.98,3.44,4.6,,,0.28,0.24,0.32,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.02,position,1539,721,0.468,721,754,0,64,1.0,0.078,0.489,1.0,1.08,1.06,1.11,,,0.01,0.0,0.14,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.02,+intensity,1539,721,0.468,561,160,160,658,0.778,0.804,0.778,0.804,3.98,3.44,4.6,,,0.28,0.24,0.32,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.02,+shape,1539,721,0.468,561,160,160,658,0.778,0.804,0.778,0.804,3.98,3.44,4.6,2.48,9.16,0.28,0.24,0.32,False,phenol OR=7.8 (n=22); aromatics OR=5.5 (n=159); methylene_chain_4 OR=3.5 (n=27)
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.05,position,1539,721,0.468,719,566,2,252,0.997,0.308,0.56,0.992,1.44,1.38,1.51,,,0.01,0.0,0.04,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.05,+intensity,1539,721,0.468,561,160,160,658,0.778,0.804,0.778,0.804,3.98,3.44,4.6,,,0.28,0.24,0.32,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.05,+shape,1539,721,0.468,561,160,160,658,0.778,0.804,0.778,0.804,3.98,3.44,4.6,,,0.28,0.24,0.32,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.1,position,1539,721,0.468,718,405,3,413,0.996,0.505,0.639,0.993,2.01,1.88,2.16,,,0.01,0.0,0.03,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.1,+intensity,1539,721,0.468,561,159,160,659,0.778,0.806,0.779,0.805,4.0,3.46,4.63,,,0.28,0.24,0.32,False,
SMITH-BR6-CO-GENERAL,main,class,carbonyl,carbonyl_any,1600.0,1900.0,strong,any,,,0.1,+shape,1539,721,0.468,561,159,160,659,0.778,0.806,0.779,0.805,4.0,3.46,4.63,,,0.28,0.24,0.32,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.01,position,1539,41,0.027,27,426,14,1072,0.659,0.716,0.06,0.987,2.32,1.83,2.93,,,0.48,0.31,0.73,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.01,+intensity,1539,41,0.027,24,149,17,1349,0.585,0.901,0.139,0.988,5.89,4.36,7.94,,,0.46,0.32,0.66,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.01,+shape,1539,41,0.027,24,149,17,1349,0.585,0.901,0.139,0.988,5.89,4.36,7.94,,,0.46,0.32,0.66,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.02,position,1539,41,0.027,27,334,14,1164,0.659,0.777,0.075,0.988,2.95,2.32,3.75,,,0.44,0.29,0.67,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.02,+intensity,1539,41,0.027,24,149,17,1349,0.585,0.901,0.139,0.988,5.89,4.36,7.94,,,0.46,0.32,0.66,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.02,+shape,1539,41,0.027,24,149,17,1349,0.585,0.901,0.139,0.988,5.89,4.36,7.94,3.19,9.55,0.46,0.32,0.66,False,ester_aromatic OR=20.5 (n=66); esters OR=10.2 (n=87); methyl OR=5.1 (n=136)
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.05,position,1539,41,0.027,27,246,14,1252,0.659,0.836,0.099,0.989,4.01,3.13,5.14,,,0.41,0.27,0.63,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.05,+intensity,1539,41,0.027,24,148,17,1350,0.585,0.901,0.14,0.988,5.92,4.39,7.99,,,0.46,0.32,0.66,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.05,+shape,1539,41,0.027,24,148,17,1350,0.585,0.901,0.14,0.988,5.92,4.39,7.99,,,0.46,0.32,0.66,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.1,position,1539,41,0.027,25,203,16,1295,0.61,0.864,0.11,0.988,4.5,3.41,5.93,,,0.45,0.31,0.66,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.1,+intensity,1539,41,0.027,23,147,18,1351,0.561,0.902,0.135,0.987,5.72,4.19,7.8,,,0.49,0.34,0.69,False,
SMITH-BR6-KET-SAT-CO,main,group,saturated ketone,ketone_saturated,1705.0,1725.0,strong,any,,,0.1,+shape,1539,41,0.027,23,147,18,1351,0.561,0.902,0.135,0.987,5.72,4.19,7.8,,,0.49,0.34,0.69,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.01,position,1539,159,0.103,119,826,40,554,0.748,0.401,0.126,0.933,1.25,1.13,1.38,,,0.63,0.48,0.83,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.01,+intensity,1539,159,0.103,86,294,73,1086,0.541,0.787,0.226,0.937,2.54,2.13,3.03,,,0.58,0.49,0.69,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.01,+shape,1539,159,0.103,86,294,73,1086,0.541,0.787,0.226,0.937,2.54,2.13,3.03,,,0.58,0.49,0.69,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.02,position,1539,159,0.103,115,687,44,693,0.723,0.502,0.143,0.94,1.45,1.3,1.62,,,0.55,0.43,0.71,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.02,+intensity,1539,159,0.103,85,294,74,1086,0.535,0.787,0.224,0.936,2.51,2.1,3.0,,,0.59,0.5,0.7,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.02,+shape,1539,159,0.103,85,294,74,1086,0.535,0.787,0.224,0.936,2.51,2.1,3.0,1.66,3.37,0.59,0.5,0.7,False,carboxylic_acid_aromatic OR=17.8 (n=24); carboxylic_acids OR=10.9 (n=35); carbonyl_any OR=8.5 (n=232)
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.05,position,1539,159,0.103,111,513,48,867,0.698,0.628,0.178,0.948,1.88,1.66,2.12,,,0.48,0.38,0.61,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.05,+intensity,1539,159,0.103,85,293,74,1087,0.535,0.788,0.225,0.936,2.52,2.11,3.01,,,0.59,0.5,0.7,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.05,+shape,1539,159,0.103,85,293,74,1087,0.535,0.788,0.225,0.936,2.52,2.11,3.01,,,0.59,0.5,0.7,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.1,position,1539,159,0.103,110,449,49,931,0.692,0.675,0.197,0.95,2.13,1.87,2.42,,,0.46,0.36,0.58,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.1,+intensity,1539,159,0.103,85,290,74,1090,0.535,0.79,0.227,0.936,2.54,2.13,3.04,,,0.59,0.5,0.7,False,
SMITH-BR6-KET-AR-CO,main,group,aromatic ketone,ketone_aromatic,1640.0,1700.0,strong,any,,,0.1,+shape,1539,159,0.103,85,290,74,1090,0.535,0.79,0.227,0.936,2.54,2.13,3.04,,,0.59,0.5,0.7,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.01,position,1539,41,0.027,40,1491,1,7,0.976,0.005,0.026,0.875,0.98,0.93,1.03,,,5.22,0.66,41.46,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.01,+intensity,1539,41,0.027,17,741,24,757,0.415,0.505,0.022,0.969,0.84,0.58,1.21,,,1.16,0.89,1.51,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.01,+shape,1539,41,0.027,17,741,24,757,0.415,0.505,0.022,0.969,0.84,0.58,1.21,,,1.16,0.89,1.51,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.02,position,1539,41,0.027,40,1486,1,12,0.976,0.008,0.026,0.923,0.98,0.94,1.03,,,3.04,0.41,22.87,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.02,+intensity,1539,41,0.027,17,740,24,758,0.415,0.506,0.022,0.969,0.84,0.58,1.21,,,1.16,0.89,1.5,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.02,+shape,1539,41,0.027,17,740,24,758,0.415,0.506,0.022,0.969,0.84,0.58,1.21,0.46,1.32,1.16,0.89,1.5,False,amine_secondary_saturated OR=15.8 (n=22); ester_saturated OR=10.8 (n=105); nitrile_saturated OR=7.2 (n=3)
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.05,position,1539,41,0.027,39,1470,2,28,0.951,0.019,0.026,0.933,0.97,0.9,1.04,,,2.61,0.64,10.59,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.05,+intensity,1539,41,0.027,17,735,24,763,0.415,0.509,0.023,0.97,0.85,0.59,1.22,,,1.15,0.88,1.49,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.05,+shape,1539,41,0.027,17,735,24,763,0.415,0.509,0.023,0.97,0.85,0.59,1.22,,,1.15,0.88,1.49,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.1,position,1539,41,0.027,38,1410,3,88,0.927,0.059,0.026,0.967,0.98,0.9,1.07,,,1.25,0.41,3.77,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.1,+intensity,1539,41,0.027,17,728,24,770,0.415,0.514,0.023,0.97,0.85,0.59,1.23,,,1.14,0.88,1.48,False,
SMITH-BR6-KET-SAT-CCC,main,group,saturated ketone,ketone_saturated,1100.0,1230.0,strong,any,,,0.1,+shape,1539,41,0.027,17,728,24,770,0.415,0.514,0.023,0.97,0.85,0.59,1.23,,,1.14,0.88,1.48,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.01,position,1539,159,0.103,150,1288,9,92,0.943,0.067,0.104,0.911,1.01,0.97,1.05,,,0.85,0.44,1.65,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.01,+intensity,1539,159,0.103,71,411,88,969,0.447,0.702,0.147,0.917,1.5,1.24,1.82,,,0.79,0.68,0.91,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.01,+shape,1539,159,0.103,71,411,88,969,0.447,0.702,0.147,0.917,1.5,1.24,1.82,,,0.79,0.68,0.91,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.02,position,1539,159,0.103,149,1256,10,124,0.937,0.09,0.106,0.925,1.03,0.99,1.08,,,0.7,0.38,1.31,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.02,+intensity,1539,159,0.103,71,409,88,971,0.447,0.704,0.148,0.917,1.51,1.24,1.82,,,0.79,0.68,0.91,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.02,+shape,1539,159,0.103,71,409,88,971,0.447,0.704,0.148,0.917,1.51,1.24,1.82,0.85,2.27,0.79,0.68,0.91,False,carboxylic_acid_aromatic OR=48.3 (n=28); ester_aromatic OR=18.0 (n=92); carboxylic_acids OR=6.7 (n=35)
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.05,position,1539,159,0.103,147,1151,12,229,0.925,0.166,0.113,0.95,1.11,1.05,1.17,,,0.45,0.26,0.79,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.05,+intensity,1539,159,0.103,71,405,88,975,0.447,0.707,0.149,0.917,1.52,1.26,1.84,,,0.78,0.68,0.9,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.05,+shape,1539,159,0.103,71,405,88,975,0.447,0.707,0.149,0.917,1.52,1.26,1.84,,,0.78,0.68,0.9,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.1,position,1539,159,0.103,127,1003,32,377,0.799,0.273,0.112,0.922,1.1,1.01,1.2,,,0.74,0.53,1.02,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.1,+intensity,1539,159,0.103,66,398,93,982,0.415,0.712,0.142,0.913,1.44,1.18,1.76,,,0.82,0.72,0.94,False,
SMITH-BR6-KET-AR-CCC,main,group,aromatic ketone,ketone_aromatic,1230.0,1300.0,strong,any,,,0.1,+shape,1539,159,0.103,66,398,93,982,0.415,0.712,0.142,0.913,1.44,1.18,1.76,,,0.82,0.72,0.94,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.01,position,1539,10,0.006,5,616,5,913,0.5,0.597,0.008,0.995,1.24,0.67,2.31,,,0.84,0.45,1.56,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.01,+intensity,1539,10,0.006,2,233,8,1296,0.2,0.848,0.009,0.994,1.31,0.38,4.56,,,0.94,0.69,1.29,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.01,+shape,1539,10,0.006,2,233,8,1296,0.2,0.848,0.009,0.994,1.31,0.38,4.56,,,0.94,0.69,1.29,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.02,position,1539,10,0.006,5,482,5,1047,0.5,0.685,0.01,0.995,1.59,0.85,2.96,,,0.73,0.39,1.36,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.02,+intensity,1539,10,0.006,2,232,8,1297,0.2,0.848,0.009,0.994,1.32,0.38,4.58,,,0.94,0.69,1.29,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.02,+shape,1539,10,0.006,2,232,8,1297,0.2,0.848,0.009,0.994,1.32,0.38,4.58,0.23,4.2,0.94,0.69,1.29,False,aldehyde_saturated OR=39.6 (n=3); ester_aromatic OR=15.9 (n=77); ketone_saturated OR=11.8 (n=27)
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.05,position,1539,10,0.006,5,367,5,1162,0.5,0.76,0.013,0.996,2.08,1.11,3.9,,,0.66,0.35,1.22,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.05,+intensity,1539,10,0.006,2,230,8,1299,0.2,0.85,0.009,0.994,1.33,0.38,4.62,,,0.94,0.69,1.28,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.05,+shape,1539,10,0.006,2,230,8,1299,0.2,0.85,0.009,0.994,1.33,0.38,4.62,,,0.94,0.69,1.28,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.1,position,1539,10,0.006,5,302,5,1227,0.5,0.802,0.016,0.996,2.53,1.35,4.74,,,0.62,0.34,1.16,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.1,+intensity,1539,10,0.006,2,225,8,1304,0.2,0.853,0.009,0.994,1.36,0.39,4.72,,,0.94,0.69,1.28,False,
SMITH-BR6-ACID-SAT-CO,main,group,saturated carboxylic acid,carboxylic_acid_saturated,1700.0,1730.0,strong,any,,,0.1,+shape,1539,10,0.006,2,225,8,1304,0.2,0.853,0.009,0.994,1.36,0.39,4.72,,,0.94,0.69,1.28,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.01,position,1539,29,0.019,20,532,9,978,0.69,0.648,0.036,0.991,1.96,1.52,2.52,,,0.48,0.28,0.83,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.01,+intensity,1539,29,0.019,18,199,11,1311,0.621,0.868,0.083,0.992,4.71,3.45,6.44,,,0.44,0.27,0.7,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.01,+shape,1539,29,0.019,18,199,11,1311,0.621,0.868,0.083,0.992,4.71,3.45,6.44,,,0.44,0.27,0.7,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.02,position,1539,29,0.019,20,432,9,1078,0.69,0.714,0.044,0.992,2.41,1.86,3.12,,,0.43,0.25,0.75,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.02,+intensity,1539,29,0.019,18,197,11,1313,0.621,0.87,0.084,0.992,4.76,3.48,6.51,,,0.44,0.27,0.7,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.02,+shape,1539,29,0.019,18,197,11,1313,0.621,0.87,0.084,0.992,4.76,3.48,6.51,3.13,7.18,0.44,0.27,0.7,False,carboxylic_acid_saturated OR=6.8 (n=5); ketone_saturated OR=4.6 (n=16); carbonyl_any OR=4.4 (n=149)
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.05,position,1539,29,0.019,19,322,10,1188,0.655,0.787,0.056,0.992,3.07,2.32,4.07,,,0.44,0.27,0.72,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.05,+intensity,1539,29,0.019,18,196,11,1314,0.621,0.87,0.084,0.992,4.78,3.5,6.54,,,0.44,0.27,0.69,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.05,+shape,1539,29,0.019,18,196,11,1314,0.621,0.87,0.084,0.992,4.78,3.5,6.54,,,0.44,0.27,0.69,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.1,position,1539,29,0.019,18,276,11,1234,0.621,0.817,0.061,0.991,3.4,2.51,4.6,,,0.46,0.29,0.74,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.1,+intensity,1539,29,0.019,18,193,11,1317,0.621,0.872,0.085,0.992,4.86,3.55,6.64,,,0.43,0.27,0.69,False,
SMITH-BR6-ACID-AR-CO,main,group,aromatic carboxylic acid,carboxylic_acid_aromatic,1680.0,1710.0,strong,any,,,0.1,+shape,1539,29,0.019,18,193,11,1317,0.621,0.872,0.085,0.992,4.86,3.55,6.64,,,0.43,0.27,0.69,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.01,position,1539,48,0.031,46,1474,2,17,0.958,0.011,0.03,0.895,0.97,0.91,1.03,,,3.65,0.87,15.37,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.01,+intensity,1539,48,0.031,46,1474,2,17,0.958,0.011,0.03,0.895,0.97,0.91,1.03,,,3.65,0.87,15.37,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.01,+shape,1539,48,0.031,46,1474,2,17,0.958,0.011,0.03,0.895,0.97,0.91,1.03,,,3.65,0.87,15.37,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.02,position,1539,48,0.031,45,1463,3,28,0.938,0.019,0.03,0.903,0.96,0.89,1.03,,,3.33,1.05,10.57,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.02,+intensity,1539,48,0.031,45,1463,3,28,0.938,0.019,0.03,0.903,0.96,0.89,1.03,,,3.33,1.05,10.57,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.02,+shape,1539,48,0.031,45,1463,3,28,0.938,0.019,0.03,0.903,0.96,0.89,1.03,0.81,1.01,3.33,1.05,10.57,False,alkene OR=10.1 (n=219); ketones OR=9.4 (n=207); aromatics OR=9.4 (n=1380)
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.05,position,1539,48,0.031,44,1400,4,91,0.917,0.061,0.03,0.958,0.98,0.9,1.06,,,1.37,0.52,3.56,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.05,+intensity,1539,48,0.031,44,1400,4,91,0.917,0.061,0.03,0.958,0.98,0.9,1.06,,,1.37,0.52,3.56,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.05,+shape,1539,48,0.031,44,1400,4,91,0.917,0.061,0.03,0.958,0.98,0.9,1.06,,,1.37,0.52,3.56,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.1,position,1539,48,0.031,42,1288,6,203,0.875,0.136,0.032,0.971,1.01,0.91,1.13,,,0.92,0.43,1.96,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.1,+intensity,1539,48,0.031,42,1288,6,203,0.875,0.136,0.032,0.971,1.01,0.91,1.13,,,0.92,0.43,1.96,False,
SMITH-BR6-ACID-CO,main,group,carboxylic acid,carboxylic_acids,1210.0,1320.0,any,any,,,0.1,+shape,1539,48,0.031,42,1288,6,203,0.875,0.136,0.032,0.971,1.01,0.91,1.13,,,0.92,0.43,1.96,False,
SMITH-BR6-ACID-OH-STR,main,group,carboxylic acid,carboxylic_acids,2500.0,3500.0,strong,any,,,0.01,position,1539,48,0.031,48,1488,0,3,1.0,0.002,0.031,1.0,0.99,0.96,1.02,,,4.35,0.23,83.07,False,
SMITH-BR6-ACID-OH-STR,main,group,carboxylic acid,carboxylic_acids,2500.0,3500.0,strong,any,,,0.01,+intensity,1539,48,0.031,5,79,43,1412,0.104,0.947,0.06,0.97,1.97,0.83,4.63,,,0.95,0.86,1.04,False,
SMITH-BR6-ACID-OH-STR,main,group,carboxylic acid,carboxylic_acids,2500.0,3500.0,strong,any,,,0.01,+shape,1539,48,0.031,5,79,43,1412,0.104,0.947,0.06,0.97,1.97,0.83,4.63,,,0.95,0.86,1.04,False,
SMITH-BR6-ACID-OH-STR,main,group,carboxylic acid,carboxylic_acids,2500.0,3500.0,strong,any,,,0.02,position,1539,48,0.031,48,1469,0,22,1.0,0.015,0.032,1.0,1.0,0.98,1.03,,,0.68,0.04,10.99,False,
SMITH-BR6-ACID-OH-STR,main,group,carboxylic acid,carboxylic_acids,2500.0,3500.0,strong,any,,,0.02,+intensity,1539,48,0.031,5,79,43,1412,0.104,0.947,0.06,0.97,1.97,0.83,4.63,,,0.95,0.86,1.04,False,
SMITH-BR6-ACID-OH-STR,main,group,carboxylic acid,carboxylic_acids,2500.0,3500.0,strong,any,,,0.02,+shape,1539,48,0.031,5,79,43,1412,0.104,0.947,0.06,0.97,1.97,0.83,4.63,0.14,5.51,0.95,0.86,1.04,False,alcohol_tertiary OR=11.7 (n=3); amine_primary_saturated OR=8.8 (n=4); alcohol_secondary OR=5.5 (n=10)
