file_id,position_cm,height_rel,prominence_rel,fwhm_cm,left_cm,right_cm,intensity_class,shape_class
C100005_1,672.0,0.2198,0.2198,8.5,667.4,675.9,medium,sharp
C100005_1,740.0,0.7705,0.7612,8.2,735.2,743.3,strong,sharp
C100005_1,792.0,0.0702,0.0448,6.7,789.9,796.6,weak,sharp
C100005_1,842.0,0.9451,0.9451,16.7,837.2,853.8,strong,sharp
C100005_1,950.0,0.0638,0.0574,12.1,944.7,956.8,weak,sharp
C100005_1,1012.0,0.5306,0.529,5.5,1010.4,1016.0,medium,sharp
C100005_1,1098.0,0.8227,0.8227,7.5,1094.3,1101.8,strong,sharp
C100005_1,1112.0,0.5823,0.2692,4.4,1108.8,1113.1,medium,sharp
C100005_1,1172.0,0.1269,0.1254,5.6,1170.0,1175.6,weak,sharp
C100005_1,1214.0,0.0381,0.0318,31.0,1205.4,1236.4,weak,broad
C100005_1,1282.0,0.1546,0.1483,9.3,1275.9,1285.2,weak,sharp
C100005_1,1314.0,0.2179,0.1197,5.4,1310.7,1316.1,medium,sharp
C100005_1,1344.0,1.0,1.0,24.8,1336.6,1361.3,strong,sharp
C100005_1,1354.0,0.9587,0.0244,1.7,1353.0,1354.7,strong,sharp
C100005_1,1390.0,0.1296,0.0202,9.0,1384.0,1393.0,weak,sharp
C100005_1,1426.0,0.1344,0.1065,10.7,1422.7,1433.5,weak,sharp
C100005_1,1484.0,0.5422,0.4707,7.8,1480.2,1488.0,medium,sharp
C100005_1,1534.0,0.9678,0.9527,29.3,1522.3,1551.6,strong,sharp
C100005_1,1590.0,0.6194,0.4254,8.8,1586.1,1594.9,strong,sharp
C100005_1,1614.0,0.6595,0.5259,7.7,1610.5,1618.2,strong,sharp
C100005_1,1672.0,0.057,0.0197,12.8,1663.2,1676.0,weak,sharp
C100005_1,1780.0,0.0195,0.0195,14.6,1772.4,1787.1,weak,sharp
C100005_1,1904.0,0.0443,0.041,16.0,1897.4,1913.3,weak,sharp
C100005_1,2442.0,0.0243,0.0187,27.0,2427.8,2454.8,weak,sharp
C100005_1,2868.0,0.0433,0.0323,42.9,2854.2,2897.1,weak,broad
C100005_1,3110.0,0.0718,0.0718,48.6,3084.6,3133.2,weak,broad
C100027_2,692.0,0.2115,0.1576,8.1,688.0,696.2,medium,sharp
C100027_2,756.0,0.4542,0.4467,6.0,752.8,758.8,medium,sharp
C100027_2,820.0,0.1441,0.0986,4.8,816.4,821.3,weak,sharp
C100027_2,826.0,0.1044,0.0386,3.6,824.6,828.3,weak,sharp
C100027_2,850.0,0.7894,0.7894,5.5,847.5,853.0,strong,sharp
C100027_2,866.0,0.3547,0.2149,4.6,862.4,867.0,medium,sharp
C100027_2,960.0,0.1209,0.0815,5.4,956.4,961.8,weak,sharp
C100027_2,1010.0,0.1413,0.0863,6.5,1005.4,1012.0,weak,sharp
C100027_2,1118.0,0.8642,0.833,14.8,1105.2,1120.0,strong,sharp
C100027_2,1172.0,0.6756,0.5815,10.7,1164.7,1175.4,strong,sharp
C100027_2,1224.0,0.8854,0.6367,15.6,1214.4,1230.0,strong,sharp
C100027_2,1290.0,0.944,0.7809,22.5,1273.3,1295.8,strong,sharp
C100027_2,1334.0,1.0,1.0,42.4,1314.9,1357.3,strong,broad
C100027_2,1352.0,0.9123,0.074,3.9,1348.7,1352.5,strong,sharp
C100027_2,1386.0,0.1901,0.0446,6.6,1380.4,1387.1,weak,sharp
C100027_2,1476.0,0.399,0.0172,7.2,1471.6,1478.8,medium,sharp
C100027_2,1508.0,0.9308,0.9308,32.3,1489.9,1522.2,strong,broad
C100027_2,1608.0,0.8796,0.8314,12.9,1600.3,1613.2,strong,sharp
C100027_2,1628.0,0.4741,0.2277,5.6,1624.5,1630.1,medium,sharp
C100027_2,1684.0,0.013,0.013,17.0,1673.3,1690.3,weak,sharp
C100027_2,1780.0,0.0156,0.0126,14.7,1774.9,1789.7,weak,sharp
C100027_2,1916.0,0.0533,0.0334,14.0,1909.7,1923.7,weak,sharp
C100027_2,2424.0,0.0696,0.0696,137.8,2309.0,2446.8,weak,very_broad
C100027_2,2666.0,0.0174,0.0141,81.9,2651.6,2733.5,weak,broad
C100027_2,2874.0,0.5729,0.0209,16.1,2866.3,2882.4,medium,sharp
C100027_2,2950.0,0.7384,0.7384,148.8,2846.0,2994.8,strong,very_broad
C100027_2,3294.0,0.5436,0.3924,132.5,3221.8,3354.3,medium,very_broad
C1000493_0,686.0,0.1227,0.0941,13.7,680.5,694.2,weak,sharp
C1000493_0,724.0,0.0649,0.0163,6.1,722.8,728.9,weak,sharp
C1000493_0,750.0,0.0801,0.0503,18.6,739.5,758.1,weak,sharp
C1000493_0,828.0,0.467,0.467,16.9,819.6,836.5,medium,sharp
C1000493_0,856.0,0.4294,0.2148,12.2,849.8,861.9,medium,sharp
C1000493_0,876.0,0.1997,0.0173,7.2,871.2,878.4,weak,sharp
C1000493_0,960.0,0.0231,0.0231,7.9,955.7,963.6,weak,sharp
C1000493_0,998.0,0.0176,0.0145,31.0,992.3,1023.2,weak,broad
C1000493_0,1074.0,0.0327,0.0327,11.5,1068.9,1080.4,weak,sharp
C1000493_0,1186.0,0.0345,0.0227,24.3,1167.0,1191.3,weak,sharp
C1000493_0,1240.0,0.4838,0.4838,8.8,1237.9,1246.6,medium,sharp
C1000493_0,1288.0,0.0371,0.0109,20.0,1279.8,1299.7,weak,sharp
C1000493_0,1340.0,0.0756,0.0293,8.1,1334.7,1342.8,weak,sharp
C1000493_0,1376.0,0.1332,0.071,7.9,1371.2,1379.2,weak,sharp
C1000493_0,1408.0,0.1367,0.0562,18.4,1399.6,1418.1,weak,sharp
C1000493_0,1464.0,0.1875,0.1677,25.3,1443.1,1468.3,weak,sharp
C1000493_0,2856.0,0.3233,0.0249,6.9,2853.6,2860.5,medium,sharp
C1000493_0,2874.0,0.4229,0.1496,13.3,2867.6,2880.9,medium,sharp
C1000493_0,2920.0,0.6585,0.2423,17.5,2913.9,2931.4,strong,sharp
C1000493_0,2956.0,1.0,1.0,25.0,2944.6,2969.6,strong,sharp
C1000493_0,3778.0,0.0221,0.0221,196.9,3605.9,3802.8,weak,very_broad
C1000506_1,664.0,0.0276,0.013,11.8,658.3,670.1,weak,sharp
C1000506_1,714.0,0.0255,0.0183,16.7,702.4,719.1,weak,sharp
C1000506_1,752.0,0.0244,0.0134,7.3,749.5,756.8,weak,sharp
C1000506_1,790.0,0.1791,0.0888,6.1,788.3,794.4,weak,sharp
C1000506_1,816.0,0.2072,0.153,12.1,806.6,818.7,medium,sharp
C1000506_1,848.0,0.2147,0.2147,17.9,839.1,857.0,medium,sharp
C1000506_1,874.0,0.085,0.0336,12.6,872.1,884.7,weak,sharp
C1000506_1,962.0,0.0144,0.0136,7.6,958.1,965.7,weak,sharp
C1000506_1,1078.0,0.0334,0.0326,13.1,1071.0,1084.2,weak,sharp
C1000506_1,1190.0,0.025,0.0187,11.9,1184.8,1196.7,weak,sharp
C1000506_1,1252.0,0.2444,0.2235,7.6,1247.8,1255.4,medium,sharp
C1000506_1,1274.0,0.075,0.0211,4.2,1272.2,1276.5,weak,sharp
C1000506_1,1298.0,0.0809,0.0528,14.0,1287.5,1301.5,weak,sharp
C1000506_1,1342.0,0.0794,0.0415,6.2,1338.7,1344.9,weak,sharp
C1000506_1,1378.0,0.1537,0.0851,5.2,1375.1,1380.3,weak,sharp
C1000506_1,1408.0,0.1745,0.1178,12.5,1400.1,1412.6,weak,sharp
C1000506_1,1466.0,0.247,0.247,16.2,1451.5,1467.6,medium,sharp
C1000506_1,2870.0,0.3806,0.0282,6.0,2865.8,2871.8,medium,sharp
C1000506_1,2884.0,0.4194,0.2142,24.9,2864.7,2889.5,medium,sharp
C1000506_1,2938.0,0.8277,0.4954,15.2,2929.0,2944.2,strong,sharp
C1000506_1,2974.0,1.0,1.0,19.5,2963.1,2982.6,strong,sharp
C1000506_1,3772.0,0.0218,0.0218,290.6,3530.2,3820.8,weak,very_broad
C100057612_0,688.0,0.1658,0.0737,26.1,676.3,702.5,weak,sharp
C100057612_0,762.0,0.2321,0.1592,10.0,757.5,767.6,medium,sharp
C100057612_0,794.0,0.5948,0.5948,7.0,790.8,797.8,medium,sharp
C100057612_0,804.0,0.1609,0.0184,2.4,802.4,804.8,weak,sharp
C100057612_0,852.0,0.0913,0.0475,11.6,843.6,855.2,weak,sharp
C100057612_0,868.0,0.1809,0.1576,8.8,863.8,872.6,weak,sharp
C100057612_0,912.0,0.2912,0.2822,10.8,906.7,917.5,medium,sharp
C100057612_0,926.0,0.2819,0.1502,5.7,921.8,927.5,medium,sharp
C100057612_0,960.0,0.2202,0.1964,11.8,955.1,967.0,medium,sharp
C100057612_0,1052.0,0.2111,0.1149,9.5,1045.2,1054.8,medium,sharp
C100057612_0,1070.0,0.4896,0.3475,6.6,1066.7,1073.3,medium,sharp
C100057612_0,1094.0,0.6088,0.5918,14.7,1085.1,1099.8,strong,sharp
C100057612_0,1104.0,0.324,0.0476,3.5,1103.0,1106.5,medium,sharp
C100057612_0,1138.0,0.217,0.1569,13.5,1128.9,1142.5,medium,sharp
C100057612_0,1206.0,0.5793,0.5271,25.3,1197.0,1222.3,medium,sharp
C100057612_0,1218.0,0.513,0.1225,4.9,1215.0,1219.9,medium,sharp
C100057612_0,1240.0,0.2681,0.2019,13.0,1236.1,1249.1,medium,sharp
C100057612_0,1260.0,0.1576,0.0616,5.6,1257.2,1262.8,weak,sharp
C100057612_0,1284.0,0.1681,0.0426,6.2,1281.1,1287.4,weak,sharp
C100057612_0,1318.0,0.4896,0.4182,11.4,1310.1,1321.5,medium,sharp
C100057612_0,1352.0,0.4006,0.2668,19.7,1340.0,1359.7,medium,sharp
C100057612_0,1414.0,0.9232,0.911,16.7,1402.9,1419.6,strong,sharp
C100057612_0,1452.0,0.2873,0.1707,13.7,1445.4,1459.0,medium,sharp
C100057612_0,1472.0,0.1153,0.0196,5.8,1468.5,1474.3,weak,sharp
C100057612_0,1508.0,0.5868,0.522,14.3,1497.2,1511.4,medium,sharp
C100057612_0,1582.0,0.7974,0.1896,6.4,1578.4,1584.8,strong,sharp
C100057612_0,1596.0,1.0,1.0,26.9,1576.2,1603.1,strong,sharp
C100057612_0,1720.0,0.0475,0.0475,15.8,1710.6,1726.4,weak,sharp
C100057612_0,1852.0,0.0443,0.0443,38.6,1823.5,1862.1,weak,broad
C100057612_0,1904.0,0.0368,0.0218,18.5,1888.9,1907.4,weak,sharp
C100057612_0,1966.0,0.0337,0.0238,29.1,1951.4,1980.4,weak,sharp
C100057612_0,2118.0,0.0228,0.0129,81.2,2104.8,2186.0,weak,broad
C100057612_0,2366.0,0.0237,0.0168,30.5,2351.5,2382.0,weak,broad
C100057612_0,2650.0,0.0257,0.0257,39.4,2631.7,2671.1,weak,broad
C100057612_0,2846.0,0.296,0.1763,28.0,2834.2,2862.1,medium,sharp
C100057612_0,2932.0,0.5277,0.5277,41.8,2910.5,2952.3,medium,broad
C100057612_0,3076.0,0.1315,0.0656,21.2,3066.5,3087.6,weak,sharp
C100057612_0,3252.0,0.5283,0.5283,181.0,3166.7,3347.7,medium,very_broad
C100058193_0,676.0,0.0991,0.0312,15.9,666.9,682.8,weak,sharp
C100058193_0,728.0,0.1248,0.0574,17.8,717.2,734.9,weak,sharp
C100058193_0,768.0,0.1146,0.0649,32.0,760.5,792.5,weak,broad
C100058193_0,836.0,0.0935,0.0836,10.9,830.6,841.5,weak,sharp
C100058193_0,878.0,0.1326,0.1246,12.0,870.4,882.5,weak,sharp
C100058193_0,960.0,0.1482,0.1459,24.8,943.1,967.9,weak,sharp
C100058193_0,1052.0,0.0196,0.0172,19.4,1041.8,1061.2,weak,sharp
C100058193_0,1090.0,0.067,0.0613,6.3,1086.6,1093.0,weak,sharp
C100058193_0,1132.0,0.1286,0.0834,10.7,1129.1,1139.8,weak,sharp
C100058193_0,1172.0,0.0732,0.0236,6.0,1169.1,1175.1,weak,sharp
C100058193_0,1198.0,0.1331,0.0307,7.1,1194.4,1201.5,weak,sharp
C100058193_0,1220.0,0.3944,0.3526,10.7,1216.6,1227.3,medium,sharp
C100058193_0,1258.0,0.0712,0.0182,8.3,1253.1,1261.4,weak,sharp
C100058193_0,1304.0,0.3719,0.3269,34.6,1299.2,1333.8,medium,broad
C100058193_0,1380.0,0.1614,0.092,11.8,1374.4,1386.2,weak,sharp
C100058193_0,1406.0,0.1264,0.0122,5.8,1403.7,1409.5,weak,sharp
C100058193_0,1424.0,0.1469,0.077,25.8,1402.2,1428.0,weak,sharp
C100058193_0,1476.0,0.3194,0.2669,26.1,1465.4,1491.5,medium,sharp
C100058193_0,1528.0,0.0777,0.0204,16.3,1519.0,1535.3,weak,sharp
C100058193_0,1584.0,0.4205,0.1248,9.5,1578.4,1587.9,medium,sharp
C100058193_0,1612.0,1.0,1.0,27.8,1599.6,1627.4,strong,sharp
C100058193_0,2110.0,0.0204,0.0204,488.0,1893.9,2381.9,weak,very_broad
C100058193_0,2926.0,0.1708,0.0994,45.3,2907.6,2952.9,weak,broad
C100058193_0,3030.0,0.0965,0.024,23.7,3017.0,3040.6,weak,sharp
C100058193_0,3262.0,0.1996,0.1996,180.5,3140.5,3321.0,weak,very_broad
C100058193_0,3432.0,0.0624,0.0214,103.6,3397.4,3501.0,weak,very_broad
C100061_2,676.0,0.0327,0.0178,7.6,672.1,679.7,weak,sharp
C100061_2,758.0,0.019,0.0127,7.2,754.9,762.1,weak,sharp
C100061_2,808.0,0.3244,0.2617,7.0,804.6,811.5,medium,sharp
C100061_2,832.0,0.7846,0.7785,11.5,830.3,841.8,strong,sharp
C100061_2,840.0,0.7699,0.1484,2.4,838.0,840.4,strong,sharp
C100061_2,954.0,0.3259,0.317,10.4,948.8,959.2,medium,sharp
C100061_2,1032.0,0.7057,0.6921,9.4,1028.7,1038.1,strong,sharp
C100061_2,1076.0,0.0826,0.0681,7.2,1072.0,1079.2,weak,sharp
C100061_2,1114.0,0.1752,0.1559,8.0,1110.8,1118.7,weak,sharp
C100061_2,1174.0,0.9546,0.9546,11.0,1168.7,1179.7,strong,sharp
C100061_2,1184.0,0.4103,0.0109,3.1,1181.0,1184.1,medium,sharp
C100061_2,1254.0,0.9471,0.9263,33.7,1242.8,1276.5,strong,broad
C100061_2,1272.0,0.8539,0.0525,3.6,1269.5,1273.1,strong,sharp
C100061_2,1308.0,0.3067,0.1787,22.1,1302.8,1324.9,medium,sharp
C100061_2,1320.0,0.2988,0.061,6.1,1317.3,1323.4,medium,sharp
C100061_2,1360.0,0.641,0.6171,11.2,1354.5,1365.7,strong,sharp
C100061_2,1420.0,0.311,0.298,12.1,1415.0,1427.2,medium,sharp
C100061_2,1448.0,0.1483,0.0415,4.1,1444.7,1448.8,weak,sharp
C100061_2,1460.0,0.1908,0.0235,3.3,1459.4,1462.7,weak,sharp
C100061_2,1470.0,0.2222,0.1573,14.3,1457.7,1472.0,medium,sharp
C100061_2,1514.0,0.78,0.7587,4.5,1511.3,1515.8,strong,sharp
C100061_2,1580.0,0.6034,0.3275,4.7,1578.5,1583.2,strong,sharp
C100061_2,1606.0,0.9614,0.9181,22.3,1593.2,1615.5,strong,sharp
C100061_2,1684.0,1.0,1.0,17.5,1673.8,1691.3,strong,sharp
C100061_2,1908.0,0.0194,0.0119,9.9,1903.1,1913.0,weak,sharp
C100061_2,1946.0,0.0202,0.0126,34.6,1937.1,1971.7,weak,broad
C100061_2,2068.0,0.0346,0.0346,38.0,2039.7,2077.6,weak,broad
C100061_2,2572.0,0.0214,0.0165,32.0,2553.4,2585.4,weak,broad
C100061_2,2842.0,0.1795,0.1795,12.2,2836.0,2848.2,weak,sharp
C100061_2,2914.0,0.0723,0.0104,11.1,2909.1,2920.1,weak,sharp
C100061_2,2940.0,0.1224,0.0472,10.5,2934.4,2944.9,weak,sharp
C100061_2,2966.0,0.1391,0.1269,26.5,2951.0,2977.5,weak,sharp
C100061_2,3010.0,0.1236,0.0825,15.8,3002.7,3018.5,weak,sharp
C100061_2,3350.0,0.016,0.016,26.1,3333.5,3359.7,weak,sharp
C100096591_0,718.0,0.136,0.0987,18.8,702.9,721.7,weak,sharp
C100096591_0,752.0,0.541,0.541,6.3,748.1,754.5,medium,sharp
C100096591_0,774.0,0.1418,0.0774,6.4,769.2,775.6,weak,sharp
C100096591_0,856.0,0.0244,0.0168,9.7,849.9,859.7,weak,sharp
C100096591_0,928.0,0.0138,0.0137,24.6,922.9,947.5,weak,sharp
C100096591_0,1066.0,0.5526,0.5526,15.0,1056.8,1071.7,medium,sharp
C100096591_0,1098.0,0.2192,0.1723,8.9,1093.2,1102.0,medium,sharp
C100096591_0,1244.0,0.7066,0.6995,39.6,1225.2,1264.7,strong,broad
C100096591_0,1290.0,0.1951,0.044,5.7,1287.1,1292.8,weak,sharp
C100096591_0,1368.0,0.1665,0.1497,20.3,1362.7,1383.0,weak,sharp
C100096591_0,1380.0,0.1103,0.0184,4.9,1376.6,1381.6,weak,sharp
C100096591_0,1446.0,0.2423,0.0186,6.6,1442.0,1448.6,medium,sharp
C100096591_0,1464.0,0.2723,0.1415,48.5,1440.3,1488.8,medium,broad
C100096591_0,1484.0,0.2699,0.0516,6.7,1479.4,1486.1,medium,sharp
C100096591_0,1528.0,0.7386,0.7386,24.5,1515.1,1539.6,strong,sharp
C100096591_0,1578.0,0.0347,0.0173,9.2,1573.1,1582.4,weak,sharp
C100096591_0,1602.0,0.0351,0.0247,9.8,1597.5,1607.2,weak,sharp
C100096591_0,1700.0,1.0,1.0,21.0,1687.5,1708.4,strong,sharp
C100096591_0,1722.0,0.4159,0.0583,5.6,1718.2,1723.7,medium,sharp
C100096591_0,1750.0,0.1076,0.0132,7.9,1744.4,1752.4,weak,sharp
C100096591_0,2274.0,0.0215,0.0215,220.5,2126.2,2346.7,weak,very_broad
C100096591_0,2868.0,0.4696,0.0468,15.5,2864.2,2879.7,medium,sharp
C100096591_0,2928.0,0.8733,0.8733,78.0,2895.3,2973.3,strong,broad
C100096591_0,3264.0,0.3854,0.3854,65.9,3243.7,3309.6,medium,broad
C100120216_0,660.0,0.5451,0.5451,22.0,646.2,668.2,medium,sharp
C100120216_0,728.0,0.1006,0.0399,11.7,722.7,734.3,weak,sharp
C100120216_0,768.0,0.0624,0.0192,5.2,766.2,771.4,weak,sharp
C100120216_0,798.0,0.3885,0.3745,8.7,794.4,803.0,medium,sharp
C100120216_0,872.0,0.4041,0.399,10.0,867.3,877.2,medium,sharp
C100120216_0,936.0,0.0491,0.0329,19.0,927.0,945.9,weak,sharp
C100120216_0,994.0,0.054,0.0505,12.9,986.7,999.6,weak,sharp
C100120216_0,1038.0,0.1114,0.0252,10.5,1031.8,1042.3,weak,sharp
C100120216_0,1070.0,0.375,0.1921,22.1,1065.5,1087.6,medium,sharp
C100120216_0,1084.0,0.3083,0.0128,4.0,1081.6,1085.6,medium,sharp
C100120216_0,1130.0,0.6825,0.6295,28.0,1109.8,1137.8,strong,sharp
C100120216_0,1190.0,0.5159,0.4588,9.8,1184.8,1194.6,medium,sharp
C100120216_0,1244.0,1.0,1.0,25.0,1233.0,1257.9,strong,sharp
C100120216_0,1266.0,0.5237,0.0241,7.2,1261.3,1268.5,medium,sharp
C100120216_0,1380.0,0.1278,0.0892,10.9,1374.8,1385.7,weak,sharp
C100120216_0,1402.0,0.1189,0.073,13.4,1395.9,1409.3,weak,sharp
C100120216_0,1454.0,0.2002,0.0793,19.1,1441.6,1460.7,medium,sharp
C100120216_0,1488.0,0.6235,0.6235,14.8,1482.3,1497.1,strong,sharp
C100120216_0,1544.0,0.1759,0.0657,24.7,1535.7,1560.4,weak,sharp
C100120216_0,1750.0,0.6395,0.6395,26.7,1738.1,1764.8,strong,sharp
C100120216_0,2942.0,0.1048,0.1048,75.4,2908.1,2983.6,weak,broad
C100120216_0,3496.0,0.0154,0.0154,290.2,3325.6,3615.7,weak,very_broad
C100123384_0,658.0,0.0784,0.0272,5.0,654.8,659.8,weak,sharp
C100123384_0,676.0,0.1198,0.073,5.9,673.6,679.5,weak,sharp
C100123384_0,698.0,0.0793,0.0213,13.2,689.4,702.7,weak,sharp
C100123384_0,726.0,0.0729,0.011,11.2,723.3,734.6,weak,sharp
C100123384_0,758.0,0.1115,0.0336,7.6,755.6,763.2,weak,sharp
C100123384_0,774.0,0.3768,0.3768,5.4,771.0,776.4,medium,sharp
C100123384_0,796.0,0.166,0.0987,5.8,793.4,799.2,weak,sharp
C100123384_0,826.0,0.2364,0.1822,7.3,822.5,829.8,medium,sharp
C100123384_0,852.0,0.0368,0.0139,7.1,848.4,855.4,weak,sharp
C100123384_0,896.0,0.0449,0.0385,6.5,893.4,899.8,weak,sharp
C100123384_0,956.0,0.0213,0.0213,8.4,952.3,960.7,weak,sharp
C100123384_0,1008.0,0.2151,0.215,5.7,1006.1,1011.8,medium,sharp
C100123384_0,1072.0,0.1885,0.18,6.5,1068.6,1075.1,weak,sharp
C100123384_0,1114.0,0.0494,0.0416,6.2,1110.1,1116.3,weak,sharp
C100123384_0,1172.0,0.0884,0.0583,10.5,1164.7,1175.1,weak,sharp
C100123384_0,1194.0,0.2984,0.2978,8.2,1190.4,1198.6,medium,sharp
C100123384_0,1208.0,0.1379,0.0533,5.3,1205.5,1210.8,weak,sharp
C100123384_0,1252.0,0.3664,0.354,10.5,1246.4,1256.9,medium,sharp
C100123384_0,1276.0,0.1949,0.1397,8.4,1272.3,1280.7,weak,sharp
C100123384_0,1286.0,0.1292,0.0215,4.0,1284.8,1288.8,weak,sharp
C100123384_0,1334.0,0.2464,0.2184,12.7,1327.2,1339.9,medium,sharp
C100123384_0,1364.0,0.0592,0.0414,7.2,1359.4,1366.6,weak,sharp
C100123384_0,1390.0,0.1639,0.1046,7.8,1388.0,1395.8,weak,sharp
C100123384_0,1432.0,0.2283,0.1392,34.9,1417.7,1452.6,medium,broad
C100123384_0,1482.0,0.6934,0.6002,8.1,1478.8,1486.9,strong,sharp
C100123384_0,1514.0,0.2185,0.092,13.5,1505.6,1519.2,medium,sharp
C100123384_0,1572.0,1.0,1.0,18.4,1559.4,1577.8,strong,sharp
C100123384_0,1606.0,0.8902,0.5984,28.8,1598.1,1626.8,strong,sharp
C100123384_0,2192.0,0.0116,0.0116,518.1,1881.2,2399.3,weak,very_broad
C100123384_0,2934.0,0.1092,0.1092,298.1,2837.5,3135.6,weak,very_broad
C100123384_0,3480.0,0.0938,0.0802,193.4,3368.3,3561.7,weak,very_broad
C100129_0,694.0,0.208,0.1848,24.3,678.6,702.8,medium,sharp
C100129_0,744.0,0.1793,0.1006,23.6,726.2,749.7,weak,sharp
C100129_0,770.0,0.1001,0.0609,6.8,767.5,774.3,weak,sharp
C100129_0,806.0,0.0338,0.0103,6.5,801.8,808.3,weak,sharp
C100129_0,848.0,0.7189,0.7189,12.8,845.1,857.9,strong,sharp
C100129_0,854.0,0.6511,0.0283,1.5,853.0,854.5,strong,sharp
C100129_0,956.0,0.0242,0.0242,24.1,952.2,976.3,weak,sharp
C100129_0,1016.0,0.0612,0.052,8.1,1013.2,1021.3,weak,sharp
C100129_0,1054.0,0.0781,0.066,18.9,1046.5,1065.5,weak,sharp
C100129_0,1110.0,0.2059,0.2059,11.2,1105.2,1116.4,medium,sharp
C100129_0,1182.0,0.0755,0.0743,13.0,1176.8,1189.8,weak,sharp
C100129_0,1350.0,1.0,1.0,17.2,1340.5,1357.7,strong,sharp
C100129_0,1466.0,0.1412,0.0649,17.6,1457.3,1474.9,weak,sharp
C100129_0,1530.0,0.8341,0.8054,29.3,1513.6,1542.9,strong,sharp
C100129_0,1608.0,0.4201,0.2817,14.5,1600.6,1615.1,medium,sharp
C100129_0,1684.0,0.0249,0.0144,19.4,1674.3,1693.7,weak,sharp
C100129_0,1804.0,0.0169,0.0149,19.7,1791.8,1811.5,weak,sharp
C100129_0,1932.0,0.0284,0.0284,23.4,1920.5,1943.9,weak,sharp
C100129_0,2316.0,0.0135,0.0102,55.6,2294.8,2350.3,weak,broad
C100129_0,2472.0,0.0171,0.0145,30.2,2459.4,2489.6,weak,broad
C100129_0,2888.0,0.0826,0.0142,12.5,2883.9,2896.4,weak,sharp
C100129_0,2978.0,0.1875,0.1875,64.1,2934.3,2998.4,weak,broad
C100136116_0,682.0,0.692,0.692,21.9,670.4,692.4,strong,sharp
C100136116_0,732.0,0.3111,0.0842,6.8,728.4,735.3,medium,sharp
C100136116_0,750.0,0.5185,0.4081,13.6,744.0,757.6,medium,sharp
C100136116_0,836.0,0.2152,0.0279,5.8,834.3,840.1,medium,sharp
C100136116_0,858.0,0.2467,0.0315,8.1,854.8,862.9,medium,sharp
C100136116_0,876.0,0.4963,0.4883,11.7,870.1,881.7,medium,sharp
C100136116_0,958.0,0.1143,0.0113,5.7,955.7,961.4,weak,sharp
C100136116_0,978.0,0.2155,0.1524,13.4,971.1,984.6,medium,sharp
C100136116_0,1004.0,0.2441,0.0384,4.0,1002.6,1006.6,medium,sharp
C100136116_0,1024.0,0.3155,0.3155,32.2,999.9,1032.1,medium,broad
C100136116_0,1080.0,0.9841,0.8686,12.4,1074.8,1087.2,strong,sharp
C100136116_0,1132.0,0.4176,0.2025,16.4,1121.4,1137.8,medium,sharp
C100136116_0,1182.0,0.6141,0.4852,14.0,1175.2,1189.2,strong,sharp
C100136116_0,1204.0,0.4044,0.185,8.6,1200.1,1208.7,medium,sharp
C100136116_0,1248.0,1.0,1.0,56.6,1238.0,1294.6,strong,broad
C100136116_0,1288.0,0.8756,0.3372,8.7,1282.7,1291.4,strong,sharp
C100136116_0,1354.0,0.5528,0.4903,15.9,1346.3,1362.3,medium,sharp
C100136116_0,1386.0,0.1734,0.1109,17.6,1379.2,1396.8,weak,sharp
C100136116_0,1426.0,0.1256,0.0412,6.7,1423.0,1429.7,weak,sharp
C100136116_0,1464.0,0.9477,0.9394,31.6,1455.0,1486.6,strong,broad
C100136116_0,1550.0,0.3518,0.2018,56.3,1538.2,1594.5,medium,broad
C100136116_0,1586.0,0.3403,0.0841,12.3,1579.7,1591.9,medium,sharp
C100136116_0,1754.0,0.7868,0.7868,40.1,1743.4,1783.5,strong,broad
C100136116_0,2306.0,0.02,0.0185,101.5,2262.0,2363.5,weak,very_broad
C100136116_0,2966.0,0.1126,0.1126,68.2,2922.8,2991.0,weak,broad
C100141308_0,676.0,0.1097,0.0424,5.7,672.9,678.6,weak,sharp
C100141308_0,708.0,0.1953,0.1923,26.8,689.8,716.6,weak,sharp
C100141308_0,760.0,0.0919,0.0564,5.7,757.0,762.7,weak,sharp
C100141308_0,826.0,0.1017,0.0979,6.3,822.6,828.9,weak,sharp
C100141308_0,838.0,0.0455,0.0238,5.3,835.1,840.4,weak,sharp
C100141308_0,872.0,0.1973,0.1972,11.4,869.3,880.7,weak,sharp
C100141308_0,972.0,0.0464,0.0431,6.7,967.3,974.0,weak,sharp
C100141308_0,1018.0,0.0764,0.0635,9.6,1011.1,1020.7,weak,sharp
C100141308_0,1042.0,0.047,0.0178,4.5,1040.1,1044.6,weak,sharp
C100141308_0,1058.0,0.2182,0.2182,7.7,1053.8,1061.5,medium,sharp
C100141308_0,1116.0,0.0763,0.0763,6.6,1111.8,1118.5,weak,sharp
C100141308_0,1206.0,0.0276,0.0209,10.0,1199.9,1209.9,weak,sharp
C100141308_0,1242.0,0.0524,0.0203,9.4,1236.8,1246.2,weak,sharp
C100141308_0,1276.0,0.2708,0.1864,11.6,1269.7,1281.3,medium,sharp
C100141308_0,1314.0,0.6952,0.6517,12.6,1307.3,1319.9,strong,sharp
C100141308_0,1378.0,0.353,0.0294,4.4,1375.4,1379.7,medium,sharp
C100141308_0,1392.0,0.4655,0.4063,24.3,1372.4,1396.7,medium,sharp
