id,index,status,phase,state_text,bytes
C1929733,0,ok,unknown,,631
C1929733,1,end,,,0
C116401639,0,ok,unknown,,648
C116401639,1,end,,,0
C2300870,0,ok,gas,gas,6754
C2300870,1,end,,,0
C92292405,0,ok,condensed,SOLID (MELT),19359
C92292405,1,ok,condensed,SOLID (KBr PELLET),19296
C92292405,2,end,,,0
C5193577,0,ok,condensed,SOLUTION (7% CHCl3),19029
C5193577,1,end,,,0
C22839470,0,ok,condensed,solid,157534
C22839470,1,end,,,0
C116295604,0,ok,condensed,LIQUID,19311
C116295604,1,end,,,0
C116295615,0,ok,condensed,SOLID (MINERAL OIL MULL),19421
C116295615,1,end,,,0
C6147439,0,ok,condensed,SOLID (OIL MULL),18805
C6147439,1,end,,,0
C10324648,0,ok,condensed,SOLID (KBr PELLET),18288
C10324648,1,end,,,0
C5409552,0,ok,gas,gas,4229
C5409552,1,end,,,0
C3894095,0,ok,gas,gas,4231
C3894095,1,end,,,0
C63476562,0,ok,condensed,SOLUTION (10% IN CCl4),37316
C19833966,0,ok,gas,gas,4862
C19833966,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-460 CM^-^1)",32563
C19833966,2,end,,,0
C7469832,0,ok,gas,gas,12614
C7469832,1,end,,,0
C62718632,0,ok,gas,gas,14074
C66147759,0,ok,gas,gas,13900
C66147759,1,end,,,0
C3089063,0,ok,condensed,SOLID (SPLIT MULL),37247
C3089063,1,end,,,0
C131168,0,ok,gas,gas,4264
C131168,1,ok,condensed,"SOLUTION (5% CCl4 FOR 3800-1330, 5% CS2 FOR 1330-400 CM^-^1)",33017
C131168,2,end,,,0
C605458,0,ok,gas,gas,4290
C605458,1,ok,unknown,,605
C605458,2,end,,,0
C607818,0,ok,gas,gas,4926
C607818,1,ok,condensed,LIQUID,19620
C607818,2,end,,,0
C67827536,0,ok,gas,gas,6679
C67827536,1,end,,,0
C6689221,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1300, 10% CS2 FOR 1300-650, AND 10% CCl4 FOR 650-250)",34590
C6689221,1,end,,,0
C7295489,0,ok,gas,gas,14223
C7295489,1,end,,,0
C116295499,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19079
C116295499,1,end,,,0
C107559240,0,ok,unknown,,683
C107559240,1,end,,,0
C35718037,0,ok,gas,gas,4179
C35718037,1,end,,,0
C19780019,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1335, 10% CS2 FOR 1335-400 CM^-^1)",33251
C19780019,1,end,,,0
C91792,0,ok,condensed,"SOLUTION (CS2 FOR 2-15, C2Cl4 FOR 5-7.5 MICRONS)",25155
C91792,1,end,,,0
C26939220,0,ok,gas,gas,15337
C26939220,1,end,,,0
C92499348,0,ok,condensed,SOLID (OIL MULL),32730
C92499348,1,end,,,0
C113451,0,ok,gas,gas,4341
C116373138,0,ok,condensed,LIQUID,32172
C116373138,1,end,,,0
C37083275,0,ok,condensed,SOLUTION (3.5% CHCl3),19033
C37083275,1,end,,,0
C1150556,0,ok,gas,gas,4371
C1150556,1,end,,,0
C1947008,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33131
C1947008,1,end,,,0
C116595290,0,ok,condensed,SOLID (MINERAL OIL MULL),21374
C116595290,1,end,,,0
C60835690,0,ok,gas,gas,14277
C60835690,1,end,,,0
C7700176,0,ok,gas,gas,4159
C7700176,1,end,,,0
C2938661,0,ok,gas,gas,6405
C2938661,1,end,,,0
C81301,0,ok,condensed,SOLID (SPLIT MULL),33271
C81301,1,end,,,0
C82439,0,ok,condensed,SOLID (PELLET),19370
C82439,1,end,,,0
C82462,0,ok,condensed,SOLID (KBr PELLET),18496
C82462,1,end,,,0
C6950454,0,ok,condensed,SOLID (1.0% IN KBr PELLET),34071
C6950454,1,end,,,0
C10536626,0,ok,gas,gas,14005
C10536626,1,end,,,0
C5690244,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33026
C5690244,1,end,,,0
C81550,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1335 CM^-^1, NUJOL FOR 1335-400 CM^-^1",32984
C81550,1,end,,,0
C128916,0,ok,condensed,SOLID (PELLET),19687
C128916,1,end,,,0
C81492,0,ok,condensed,SOLID (KBr PELLET),18640
C81492,1,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1335 CM^-^1, NUJOL FOR 1335-460 CM^-^1",32470
C81492,2,end,,,0
C117011,0,ok,condensed,SOLID (SPLIT MULL),32390
C117011,1,end,,,0
C1693283,0,ok,gas,gas,13060
C1693283,1,end,,,0
C568934,0,ok,condensed,SOLID (MULL),19707
C568934,1,end,,,0
C523273,0,ok,gas,gas,3979
C523273,1,end,,,0
C116814,0,ok,condensed,SOLID (KBr PELLET),18763
C116814,1,end,,,0
C605481,0,ok,gas,gas,4007
C605481,1,ok,condensed,"SOLUTION (1% CCl4 FOR 3800-1330, 1% CS2 FOR 1330-400 CM^-^1))",32834
C605481,2,ok,condensed,SOLID (MINERAL OIL MULL),19794
C605481,3,end,,,0
C21854955,0,ok,gas,gas,12595
C21854955,1,end,,,0
C3457463,0,ok,condensed,SOLID (1.0% IN KBr PELLET),34214
C3457463,1,end,,,0
C24455252,0,ok,gas,gas,14294
C24455252,1,end,,,0
C3424826,0,ok,gas,gas,4177
C3424826,1,end,,,0
C28455143,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-460 CM^-^1",32570
C28455143,1,end,,,0
C100541308,0,ok,unknown,,625
C100541308,1,end,,,0
C22698959,0,ok,gas,gas,4860
C22698959,1,end,,,0
C84468,0,ok,condensed,SOLID (NUJOL MULL),19606
C84468,1,end,,,0
C117113,0,ok,condensed,SOLID (KBr PELLET),18690
C117113,1,end,,,0
C117099,0,ok,condensed,SOLID (KBr PELLET),18670
C117099,1,end,,,0
C82279,0,ok,condensed,SOLID (KBr PELLET),18684
C82279,1,end,,,0
C62681985,0,ok,gas,gas,14158
C62681985,1,end,,,0
C579395,0,ok,gas,gas,14022
C579395,1,end,,,0
C7220566,0,ok,condensed,SOLID (OIL MULL),32510
C7220566,1,end,,,0
C208173186,0,ok,gas,gas,13629
C208173186,1,end,,,0
C199292405,0,ok,gas,gas,14118
C199292405,1,end,,,0
C207974081,0,ok,gas,gas,14195
C207974081,1,end,,,0
C1591306,0,ok,gas,gas,14321
C1591306,1,end,,,0
C6508049,0,ok,gas,gas,13991
C6508049,1,ok,condensed,SOLID (KBr PELLET),25768
C6508049,2,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32951
C6508049,3,end,,,0
C6461990,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32912
C6461990,1,end,,,0
C3278317,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32927
C3278317,1,end,,,0
C5913064,0,ok,condensed,SOLID (1.0% IN KBr PELLET),34298
C5913064,1,end,,,0
C902476,0,ok,condensed,SOLID (KBr PELLET),19199
C902476,1,end,,,0
C84651,0,ok,gas,gas,4129
C84651,1,ok,condensed,SOLID (2.4 mg / 360 mg KBr DISC),32892
C84651,2,end,,,0
C84117,0,ok,gas,gas,4076
C84117,1,ok,condensed,SOLID (MINERAL OIL MULL),19085
C6223832,0,ok,gas,gas,7470
C6223832,1,end,,,0
C784509,0,ok,gas,gas,7162
C784509,1,end,,,0
C72480,0,ok,gas,gas,4199
C72480,1,end,,,0
C117102,0,ok,condensed,SOLID (KBr DISC),32461
C117102,1,end,,,0
C84606,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-450 CM^-^1",32471
C84606,1,end,,,0
C81618,0,ok,condensed,SOLID (KBr PELLET),18690
C81618,1,end,,,0
C128972,0,ok,condensed,SOLID (SPLIT MULL),34332
C128972,1,end,,,0
C1564643,0,ok,gas,gas,4188
C1564643,1,end,,,0
C573171,0,ok,gas,gas,4468
C573171,1,end,,,0
C2990172,0,ok,gas,gas,13365
C2990172,1,end,,,0
C21510430,0,ok,gas,gas,14090
C21510430,1,end,,,0
C51656587,0,ok,condensed,SOLUTION (7% CHCl3 FOR 2.5-13.2 MICRON) VS SOLVENT,32333
C51656587,1,end,,,0
C716530,0,ok,gas,gas,4099
C716530,1,end,,,0
C947728,0,ok,gas,gas,4333
C947728,1,end,,,0
C42576023,0,ok,gas,gas,4134
C42576023,1,end,,,0
C50293,0,ok,gas,gas,3985
C50293,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-450 CM^-^1)",34897
C50293,2,end,,,0
C789026,0,ok,gas,gas,4170
C789026,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-400 CM^-^1) VS SOLVENT",33106
C789026,2,ok,unknown,,643
C789026,3,end,,,0
C115322,0,ok,condensed,SOLID (1.2 mg / 300 mg KBr DISC),33516
C115322,1,end,,,0
C10606469,0,ok,condensed,SOLID (1.25 mg / 300 mg KBr DISC),33923
C10606469,1,end,,,0
C53723878,0,ok,condensed,SOLID (MINERAL OIL MULL),19214
C53723878,1,end,,,0
C6484259,0,ok,gas,gas,14128
C6484259,1,end,,,0
C161716230,0,ok,condensed,SOLID (MINERAL OIL MULL),19124
C161716230,1,end,,,0
C22711235,0,ok,gas,gas,13955
C22711235,1,end,,,0
C728869,0,ok,gas,gas,14182
C728869,1,ok,condensed,"SOLUTION (5% CCl4 FOR 3800-1340, 5% CS2 FOR 1340-400 CM^-^1)",33082
C728869,2,end,,,0
C728814,0,ok,gas,gas,12287
C728814,1,end,,,0
C727991,0,ok,gas,gas,14200
C727991,1,end,,,0
C243594,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33072
C82337,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1335 CM^-^1, NUJOL FOR 1335-400 CM^-^1",32911
C82337,1,end,,,0
C1503497,0,ok,gas,gas,13942
C1503497,1,end,,,0
C82451,0,ok,condensed,SOLID (KBr PELLET),19529
C82451,1,end,,,0
C1022464,0,ok,gas,gas,7355
C723897,0,ok,gas,gas,12921
C723897,1,end,,,0
C81516,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1335 CM^-^1, NUJOL FOR 1335-450 CM^-^1",32406
C81516,1,end,,,0
C17527285,0,ok,gas,gas,4317
C17527285,1,end,,,0
C1023854,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-460 CM^-^1",32517
C1023854,1,end,,,0
C63979260,0,ok,condensed,SOLID (NUJOL MULL),24925
C63979260,1,end,,,0
C64470968,0,ok,condensed,SOLID (OIL MULL),32398
C64470968,1,end,,,0
C116435553,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",18964
C116435553,1,end,,,0
C116465691,0,ok,condensed,SOLID (KBr PELLET),18915
C116465691,1,end,,,0
C6530116,0,ok,condensed,LIQUID (NEAT),32974
C6530116,1,end,,,0
C116465680,0,ok,condensed,SOLID,19670
C116465680,1,end,,,0
C93896505,0,ok,condensed,SOLID (1.8 mg / 200 mg KBr),18378
C93896505,1,end,,,0
C92374997,0,ok,condensed,SOLID (1.5 mg / 100 mg KBr),18431
C92374997,1,end,,,0
C92374986,0,ok,unknown,TRANSMISSION,18392
C92374986,1,end,,,0
C92375230,0,ok,condensed,SOLID (KBr PELLET),19984
C92375230,1,end,,,0
C1726778,0,ok,condensed,SOLID (KBr PELLET),18233
C1726778,1,end,,,0
C97172822,0,ok,condensed,SOLID (KBr PELLET),19883
C97172822,1,end,,,0
C80546,0,ok,gas,gas,4106
C80546,1,end,,,0
C101859,0,ok,gas,gas,4144
C101859,1,end,,,0
C1674379,0,ok,gas,gas,4374
C1674379,1,end,,,0
C22824313,0,ok,condensed,SOLUTION (7% IN CHCl3),18338
C22824313,1,end,,,0
C1504967,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRONS)",19586
C1504967,1,end,,,0
C719222,0,ok,gas,gas,4338
C719222,1,end,,,0
C69287134,0,ok,gas,gas,14032
C69287134,1,end,,,0
C2589733,0,ok,gas,gas,13857
C2589733,1,end,,,0
C26547513,0,ok,gas,gas,12344
C26547513,1,end,,,0
C15872421,0,ok,gas,gas,7321
C15872421,1,end,,,0
C1085127,0,ok,gas,gas,7273
C1085127,1,end,,,0
C3344192,0,ok,unknown,,619
C3344192,1,end,,,0
C6174954,0,ok,gas,gas,12548
C6174954,1,ok,condensed,solid,157086
C51554939,0,ok,gas,gas,14346
C51554939,1,end,,,0
C96693059,0,ok,gas,gas,14239
C96693059,1,end,,,0
C20834611,0,ok,condensed,"SOLUTION (10% CCl4 FOR 5000-1330, 10% CS2 FOR 1330-625 CM^-^1)",19108
C20834611,1,end,,,0
C80438671,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-400 CM^-^1)",27937
C80438671,1,end,,,0
C61440322,0,ok,gas,gas,13929
C61440322,1,end,,,0
C4166863,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1340, 10% CS2 FOR 1340-450 CM^-^1)",32642
C4166863,1,ok,unknown,,618
C4166863,2,end,,,0
C2201174,0,ok,gas,gas,4258
C2201174,1,end,,,0
C6589486,0,ok,gas,gas,4211
C6589486,1,end,,,0
C1445325,0,ok,condensed,SOLID (MELT),19247
C1445325,1,end,,,0
C110491719,0,ok,condensed,SOLID (OIL MULL),32842
C110491719,1,end,,,0
C16637131,0,ok,condensed,SOLID (OIL MULL),32759
C16637131,1,end,,,0
C109562392,0,ok,condensed,SOLID (1.8 mg / 100 mg KBr),18391
C109562392,1,end,,,0
C3463352,0,ok,gas,gas,14194
C3463352,1,end,,,0
C21245012,0,ok,condensed,LIQUID (NEAT),32424
C21245012,1,end,,,0
C49562767,0,ok,gas,gas,15253
C49562767,1,end,,,0
C93760453,0,ok,condensed,SOLID (1.8 mg / 200 mg KBr),18402
C93760453,1,end,,,0
C29293934,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",20188
C29293934,1,end,,,0
C135159,0,ok,gas,gas,4999
C135159,1,end,,,0
C2189608,0,ok,gas,gas,4190
C2189608,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-450 CM^-^1)",32503
C2189608,2,end,,,0
C1012722,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",33368
C1014604,0,ok,gas,gas,3863
C1014604,1,end,,,0
C1571864,0,ok,gas,gas,3956
C1571864,1,end,,,0
C10375969,0,ok,gas,gas,3932
C10375969,1,end,,,0
C5186685,0,ok,gas,gas,4132
C5186685,1,end,,,0
C51255619,0,ok,gas,gas,3840
C51255619,1,end,,,0
C76000083,0,ok,condensed,"SOLID (KBr DISC, 0.8, 0.2% WT.)",32327
C137586,0,ok,gas,gas,4378
C137586,1,end,,,0
C23207694,0,ok,condensed,LIQUID,18413
C23207694,1,end,,,0
C21629710,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33217
C21629710,1,end,,,0
C1731460,0,ok,condensed,SOLID (MELT),19402
C1731460,1,end,,,0
C116373752,0,ok,unknown,TRANSMISSION,17465
C116373752,1,end,,,0
C127515,0,ok,condensed,(NEAT),52792
C127515,1,end,,,0
C140669,0,ok,unknown,,617
C140669,1,ok,condensed,SOLID (MELT),19185
C140669,2,end,,,0
C1138529,0,ok,gas,gas,4197
C1138529,1,end,,,0
C1806264,0,ok,unknown,,597
C5875456,0,ok,gas,gas,4220
C5875456,1,end,,,0
C127435,0,ok,condensed,LIQUID,19792
C127435,1,end,,,0
C5510996,0,ok,gas,gas,4237
C5510996,1,ok,unknown,,605
C5510996,2,end,,,0
C1849189,0,ok,gas,gas,4460
C1849189,1,ok,unknown,,605
C1849189,2,end,,,0
C42433614,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-450 CM^-^1)",36779
C42433614,1,end,,,0
C54932773,0,ok,unknown,,606
C54932773,1,end,,,0
C79890,0,ok,condensed,LIQUID,19870
C79890,1,end,,,0
C10472976,0,ok,gas,gas,14955
C10472976,1,end,,,0
C202481730,0,ok,condensed,LIQUID,19766
C202481730,1,end,,,0
C27193288,0,ok,gas,gas,13887
C27193288,1,end,,,0
C1020311,0,ok,gas,gas,12900
C1020311,1,end,,,0
C104369,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1330, 10% IN CS2 FOR 1330-450 CM^-^1) VERSUS SOLVENT",34423
C104369,1,end,,,0
C62568814,0,ok,condensed,LIQUID (NEAT),36766
C62568814,1,ok,unknown,TRANSMISSION,19240
C62568814,2,end,,,0
C3791046,0,ok,condensed,SOLID (KBr PELLET),19787
C3791046,1,end,,,0
C3934778,0,ok,gas,gas,12039
C3934778,1,end,,,0
C620826,0,ok,condensed,SOLID (MINERAL OIL MULL),19337
C620826,1,end,,,0
C77894,0,ok,gas,gas,4259
C77894,1,ok,condensed,"SOLUTION (10% CCl4 FOR 2.7-7.5, 10% CS2 FOR 7.5-26 MICRON) VS SOLVENT",33171
C77894,2,ok,unknown,,633
C77894,3,end,,,0
C632564,0,ok,gas,gas,4269
C632564,1,ok,condensed,SOLID (NUJOL MULL),19015
C632564,2,end,,,0
C18402761,0,ok,condensed,LIQUID,19874
C18402761,1,end,,,0
C19728439,0,ok,gas,gas,13932
C19728439,1,end,,,0
C15148808,0,ok,condensed,SOLID (OIL MULL),32436
C15148808,1,end,,,0
C613296,0,ok,gas,gas,12114
C613296,1,end,,,0
C16245797,0,ok,gas,gas,13945
C16245797,1,end,,,0
C2961479,0,ok,gas,gas,4358
C2961479,1,end,,,0
C2961491,0,ok,gas,gas,4378
C2961491,1,end,,,0
C3007714,0,ok,condensed,LIQUID (NEAT),32670
C3007714,1,end,,,0
C36209855,0,ok,condensed,LIQUID (NEAT),32803
C36209855,1,end,,,0
C67330603,0,ok,condensed,LIQUID (NEAT),32771
C67330603,1,end,,,0
C2909844,0,ok,condensed,LIQUID (NEAT),32717
C2909844,1,end,,,0
C29675818,0,ok,condensed,LIQUID (NEAT),32754
C29675818,1,end,,,0
C39905458,0,ok,gas,gas,12273
C39905458,1,end,,,0
C94508095,0,ok,gas,gas,11982
C94508095,1,end,,,0
C96933867,0,ok,unknown,,633
C96933867,1,end,,,0
C58469708,0,ok,condensed,LIQUID,17611
C58469708,1,end,,,0
C97176619,0,ok,condensed,SOLID (MELT),19739
C97176619,1,end,,,0
C3030908,0,ok,unknown,TRANSMISSION,19624
C3030908,1,end,,,0
C64470424,0,ok,condensed,LIQUID,18555
C64470424,1,end,,,0
C1024346,0,ok,unknown,TRANSMISSION,19618
C1024346,1,end,,,0
C5958598,0,ok,gas,gas,4481
C5958598,1,end,,,0
C25079532,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.7-7.5, 10% CS2 FOR 7.5-26 MICRON) VS SOLVENT",32932
C25079532,1,end,,,0
C116660367,0,ok,condensed,LIQUID,19670
C116660367,1,end,,,0
C116660481,0,ok,condensed,LIQUID,19150
C116660481,1,end,,,0
C116660470,0,ok,condensed,LIQUID,19239
C116660470,1,end,,,0
C116660265,0,ok,condensed,LIQUID,19273
C116660265,1,end,,,0
C92377258,0,ok,unknown,TRANSMISSION,19311
C92377258,1,end,,,0
C3299647,0,ok,gas,gas,13484
C3299647,1,end,,,0
C2850773,0,ok,condensed,LIQUID,19311
C2850773,1,end,,,0
C116401775,0,ok,condensed,LIQUID,18598
C116401775,1,end,,,0
C106296,0,ok,condensed,LIQUID,19796
C106296,1,end,,,0
C7493767,0,ok,gas,gas,4163
C7493767,1,end,,,0
C20314743,0,ok,gas,gas,14160
C20314743,1,end,,,0
C10099715,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",18116
C10099715,1,end,,,0
C4447807,0,ok,unknown,TRANSMISSION,19203
C4447807,1,end,,,0
C97175207,0,ok,condensed,SOLID (KBr PELLET),19349
C97175207,1,end,,,0
C97237779,0,ok,condensed,SOLID (OIL MULL),32749
C97237779,1,end,,,0
C4519351,0,ok,unknown,TRANSMISSION,19663
C4519351,1,end,,,0
C116660163,0,ok,condensed,LIQUID,19801
C116660163,1,end,,,0
C116660196,0,ok,condensed,LIQUID,19275
C116660196,1,end,,,0
C24388849,0,ok,condensed,SOLID (KBr PELLET),19284
C24388849,1,end,,,0
C35216116,0,ok,gas,gas,3639
C35216116,1,end,,,0
C21964498,0,ok,gas,gas,3773
C21964498,1,end,,,0
C24480260,0,ok,unknown,,638
C24480260,1,end,,,0
C55182746,0,ok,gas,gas,14777
C55182746,1,end,,,0
C35148197,0,ok,gas,gas,13965
C35148197,1,end,,,0
C116373514,0,ok,unknown,TRANSMISSION,19250
C116373514,1,end,,,0
C24317951,0,ok,gas,gas,4468
C24317951,1,end,,,0
C141048,0,ok,gas,gas,4367
C141048,1,ok,condensed,"SOLUTION (10% CCl4 FOR 2.7-7.5, 10% CS2 FOR 7.5-26 MICRON) VS SOLVENT",33096
C141048,2,ok,unknown,,607
C141048,3,ok,unknown,,607
C141048,4,end,,,0
C110407,0,ok,gas,gas,4911
C110407,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-620, AND 10% CCl4 FOR 620-220 CM^-^1) VERSUS SOLVENT",35263
C110407,2,end,,,0
C1731799,0,ok,gas,gas,4803
C1731799,1,end,,,0
C645692,0,ok,gas,gas,4375
C645692,1,end,,,0
C38447222,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.7-7.5, 10% CS2 FOR 7.5-26 MICRON) VS SOLVENT",33101
C38447222,1,ok,unknown,,612
C38447222,2,end,,,0
C77247,0,ok,gas,gas,4446
C77247,1,end,,,0
C10203595,0,ok,condensed,LIQUID,18683
C10203595,1,end,,,0
C66827007,0,ok,unknown,TRANSMISSION,19575
C66827007,1,end,,,0
C109444,0,ok,condensed,"SOLUTION (10% CCl4 FOR 2.5-7.5, 10% CS2 FOR 7.5-16 MICRON)",20096
C109444,1,ok,condensed,LIQUID,19277
C109444,2,ok,condensed,"SOLUTION (10% CCl4 FOR 2.7-7.5, 10% CS2 FOR 7.5-25 MICRON) VS SOLVENT",33053
C109444,3,ok,unknown,,615
C109444,4,end,,,0
C16016414,0,ok,condensed,LIQUID,21064
C16016414,1,end,,,0
C112641,0,ok,gas,gas,14010
C112641,1,end,,,0
C629630,0,ok,gas,gas,4025
C629630,1,end,,,0
C116595267,0,ok,condensed,LIQUID,17491
C4500316,0,ok,condensed,LIQUID (NEAT),32326
C4500316,1,end,,,0
C5299650,0,ok,gas,gas,14139
C5299650,1,end,,,0
C1120361,0,ok,gas,gas,4721
C1120361,1,end,,,0
C1795159,0,ok,gas,gas,4239
C1795159,1,end,,,0
C295170,0,ok,gas,gas,3592
C295170,1,end,,,0
C18094014,0,ok,gas,gas,3804
C18094014,1,ok,condensed,LIQUID (NEAT),34747
C18094014,2,end,,,0
C19780348,0,ok,condensed,LIQUID (NEAT),34944
C19780348,1,end,,,0
C19780804,0,ok,gas,gas,3874
C19780804,1,ok,condensed,LIQUID (NEAT),34790
C19780804,2,end,,,0
C51655653,0,ok,condensed,LIQUID (NEAT),34825
C51655653,1,end,,,0
C4351706,0,ok,condensed,LIQUID (NEAT),32902
C4351706,1,end,,,0
C124254,0,ok,gas,gas,3947
C124254,1,end,,,0
C2345279,0,ok,gas,gas,3808
C2345279,1,end,,,0
C26496208,0,ok,gas,gas,4033
C26496208,1,end,,,0
C3234284,0,ok,gas,gas,4170
C3234284,1,end,,,0
C765140,0,ok,gas,gas,6966
C765140,1,end,,,0
C6836426,0,ok,gas,gas,12083
C6836426,1,end,,,0
C31857893,0,ok,gas,gas,3921
C544638,0,ok,gas,gas,4357
C544638,1,end,,,0
C106332,0,ok,gas,gas,4361
C106332,1,end,,,0
C112663,0,ok,gas,gas,3999
C112663,1,end,,,0
C30673360,0,ok,gas,gas,4863
C30673360,1,end,,,0
C61531451,0,ok,gas,gas,4898
C61531451,1,end,,,0
C3746392,0,ok,gas,gas,6761
C3746392,1,end,,,0
C4219481,0,ok,condensed,LIQUID (NEAT),26302
C4219481,1,ok,condensed,LIQUID (NEAT),33053
C4219481,2,ok,condensed,SOLUTION (10% CCl4 FOR 2.7-26 MICRON); INSOLUBLE IN CS2,33063
C4219481,3,ok,unknown,,607
C4219481,4,end,,,0
C40146870,0,ok,condensed,SOLID (1 mg / 100 mg KBr DISC),36599
C40146870,1,end,,,0
C55590857,0,ok,condensed,"SOLUTION (11% IN CCl4 FOR 4000-1325, 11% IN CS2 FOR 1325-470 CM^-^1) VS. SOLVENT",37742
C55590857,1,end,,,0
C112710,0,ok,gas,gas,4030
C112710,1,ok,condensed,LIQUID,21046
C112710,2,ok,condensed,LIQUID,21298
C112710,3,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, AND 10% IN CS2 FOR 1333-450 CM^-^1)",37249
C112710,4,end,,,0
C18402227,0,ok,gas,gas,14320
C18402227,1,end,,,0
C73180093,0,ok,gas,gas,13803
C73180093,1,end,,,0
C638584,0,ok,gas,gas,13966
C638584,1,end,,,0
C3007532,0,ok,gas,gas,6381
C3007532,1,end,,,0
C142789,0,ok,condensed,SOLID (MULL IN COCONITRILE OIL),36624
C142789,1,end,,,0
C629594,0,ok,gas,gas,3918
C629594,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-450 CM^-^1)",32428
C629594,2,ok,condensed,LIQUID (NEAT),34367
C629594,3,end,,,0
C112721,0,ok,gas,gas,4263
C112721,1,ok,condensed,"SOLUTION (10% CS2 FOR 5000-2380 AND 1390-625, 10% C2Cl4 FOR 2380-1390 CM^-^1)",18665
C112721,2,end,,,0
C4706814,0,ok,gas,gas,3732
C4706814,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1335, 10% CS2 FOR 1335-400 CM^-^1)",33273
C1653323,0,ok,gas,gas,3879
C1653323,1,end,,,0
C1653334,0,ok,gas,gas,3836
C1653334,1,end,,,0
C6836391,0,ok,gas,gas,3931
C6836391,1,end,,,0
C21078831,0,ok,gas,gas,3785
C21078831,1,end,,,0
C4536305,0,ok,gas,gas,4159
C4536305,1,end,,,0
C56360,0,ok,condensed,SOLID (MINERAL OIL MULL),21130
C56360,1,end,,,0
C629652,0,ok,condensed,LIQUID,21051
C629652,1,end,,,0
C2016424,0,ok,gas,gas,12651
C2016424,1,end,,,0
C112185,0,ok,gas,gas,4046
C112185,1,end,,,0
C16165687,0,ok,gas,gas,11998
C16165687,1,end,,,0
C2016480,0,ok,condensed,"SOLID (KBr DISC, 0.8% WT.)",32359
C2016480,1,end,,,0
C4835114,0,ok,gas,gas,4196
C4835114,1,end,,,0
