id,index,status,phase,state_text,bytes
C16491159,0,ok,gas,gas,4088
C16491159,1,end,,,0
C1000879,0,ok,gas,gas,4091
C1000879,1,end,,,0
C763882,0,ok,gas,gas,4228
C763882,1,end,,,0
C4161653,0,ok,gas,gas,4180
C4161653,1,end,,,0
C40276935,0,ok,gas,gas,13679
C40276935,1,end,,,0
C758861,0,ok,gas,gas,4230
C758861,1,end,,,0
C1116901,0,ok,gas,gas,4461
C1116901,1,end,,,0
C52021359,0,ok,gas,gas,4317
C52021359,1,end,,,0
C20965279,0,ok,gas,gas,13798
C86241625,0,ok,condensed,LIQUID,18726
C86241625,1,end,,,0
C60285281,0,ok,condensed,SOLID (0.7 mg / 650 mg KBr DISC),21246
C60285281,1,end,,,0
C122349,0,ok,gas,gas,5097
C122349,1,end,,,0
C17049740,0,ok,gas,gas,14026
C17049740,1,end,,,0
C58342577,0,ok,gas,gas,13881
C58342577,1,end,,,0
C3010035,0,ok,gas,gas,12963
C3010035,1,end,,,0
C26165457,0,ok,gas,gas,13906
C26165457,1,end,,,0
C31272045,0,ok,gas,gas,14092
C31272045,1,end,,,0
C29211685,0,ok,condensed,SOLID (PELLET),19684
C1801725,0,ok,unknown,,602
C1801725,1,end,,,0
C35087297,0,ok,condensed,SOLID (KBr PELLET),19206
C35087297,1,end,,,0
C5982978,0,ok,condensed,SOLID (KBr DISC),32226
C5982978,1,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32996
C5982978,2,end,,,0
C89851990,0,ok,gas,gas,14553
C89851990,1,end,,,0
C89852017,0,ok,gas,gas,13979
C89852017,1,end,,,0
C59039837,0,ok,condensed,LIQUID,18816
C59039837,1,end,,,0
C44981944,0,ok,condensed,LIQUID,18432
C44981944,1,end,,,0
C98337032,0,ok,condensed,SOLID (0.7 mg / 500 mg KBr DISC),22234
C98337032,1,end,,,0
C63224351,0,ok,gas,gas,14184
C63224351,1,end,,,0
C502421,0,ok,gas,gas,4790
C502421,1,end,,,0
C591242,0,ok,gas,gas,4343
C591242,1,end,,,0
C589924,0,ok,gas,gas,4252
C589924,1,end,,,0
C583608,0,ok,gas,gas,4068
C583608,1,end,,,0
C10264558,0,ok,gas,gas,3966
C10264558,1,end,,,0
C2043610,0,ok,gas,gas,3968
C2043610,1,end,,,0
C6004600,0,ok,gas,gas,4100
C6004600,1,end,,,0
C931577,0,ok,gas,gas,4107
C931577,1,end,,,0
C286453,0,ok,gas,gas,3989
C286453,1,end,,,0
C5204808,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1) VS SOLVENT",33230
C5204808,1,end,,,0
C2883456,0,ok,gas,gas,4485
C2883456,1,end,,,0
C1632684,0,ok,condensed,"SOLUTION (20% CCl4 FOR 4000-1200, 20% CS2 FOR 1200-450 CM^-^1) VS SOLVENT",33908
C1632684,1,end,,,0
C4339053,0,ok,gas,gas,4322
C4339053,1,end,,,0
C4541326,0,ok,gas,gas,4083
C4541326,1,end,,,0
C58372160,0,ok,gas,gas,4039
C58372160,1,end,,,0
C32398699,0,ok,gas,gas,4327
C32398699,1,end,,,0
C19781818,0,ok,gas,gas,4289
C19781818,1,end,,,0
C61996790,0,ok,gas,gas,13921
C61996790,1,end,,,0
C19550733,0,ok,gas,gas,4109
C19550733,1,end,,,0
C17123603,0,ok,gas,gas,4531
C17123603,1,end,,,0
C1482151,0,ok,gas,gas,4276
C1482151,1,end,,,0
C17123614,0,ok,gas,gas,4530
C17123614,1,end,,,0
C14300335,0,ok,gas,gas,14047
C14300335,1,end,,,0
C14289964,0,ok,gas,gas,4285
C14289964,1,end,,,0
C6320689,0,ok,gas,gas,12978
C6320689,1,end,,,0
C14916791,0,ok,gas,gas,4181
C14916791,1,end,,,0
C7383199,0,ok,gas,gas,4555
C7383199,1,end,,,0
C2699130,0,ok,gas,gas,4265
C2699130,1,end,,,0
C141322,0,ok,gas,gas,4295
C141322,1,ok,gas,"GAS (10 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",35191
C141322,2,ok,condensed,"SOLUTION (5% IN CCl4 FOR 3800-1300, 5% IN CS2 FOR 1300-600, AND 5% IN CCl4 FOR 600-240 CM^-^1) VERSUS SOLVENT",27240
C141322,3,ok,unknown,,597
C141322,4,end,,,0
C5837785,0,ok,gas,gas,12155
C5837785,1,end,,,0
C2051787,0,ok,gas,gas,4478
C2051787,1,end,,,0
C98895,0,ok,gas,gas,4327
C98895,1,end,,,0
C18060770,0,ok,unknown,TRANSMISSION,18942
C18060770,1,end,,,0
C106638,0,ok,gas,gas,4296
C106638,1,end,,,0
C4351546,0,ok,condensed,"SOLUTION (CCl4 FOR 2.0-7.6, CS2 FOR 7.6-16.0 MICRON) VS SOLVENT",32696
C4351546,1,end,,,0
C1576858,0,ok,gas,gas,3975
C1576858,1,end,,,0
C1968407,0,ok,gas,gas,14172
C1968407,1,end,,,0
C4630802,0,ok,gas,gas,13574
C4630802,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",33090
C4630802,2,end,,,0
C3720205,0,ok,gas,gas,4146
C3720205,1,end,,,0
C1119604,0,ok,gas,gas,14126
C1119604,1,end,,,0
C1123008,0,ok,gas,gas,4346
C1123008,1,end,,,0
C18999285,0,ok,gas,gas,4396
C18999285,1,end,,,0
C2998085,0,ok,gas,gas,4133
C2998085,1,end,,,0
C16386939,0,ok,unknown,TRANSMISSION,19069
C16386939,1,end,,,0
C1663394,0,ok,gas,gas,4091
C1663394,1,end,,,0
C34970188,0,ok,unknown,TRANSMISSION,19136
C34970188,1,end,,,0
C20462004,0,ok,gas,gas,14186
C20462004,1,end,,,0
C539888,0,ok,condensed,LIQUID (NEAT),26984
C539888,1,end,,,0
C4949444,0,ok,gas,gas,14002
C4949444,1,end,,,0
C3128072,0,ok,gas,gas,12531
C3128072,1,end,,,0
C38923578,0,ok,gas,gas,4310
C38923578,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-470, 2% CCl4 FOR 1850-1570 CM^-^1)",32528
C38923578,2,end,,,0
C32811760,0,ok,condensed,LIQUID (NEAT),25762
C32811760,1,end,,,0
C105533,0,ok,gas,gas,4325
C105533,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, AND 10% CCl4 FOR 650-230 CM^-^1) VERSUS SOLVENT",34748
C105533,2,end,,,0
C1119400,0,ok,gas,gas,14025
C1119400,1,end,,,0
C623847,0,ok,gas,gas,14092
C623847,1,ok,condensed,LIQUID (NEAT),32294
C623847,2,end,,,0
C111160,0,ok,condensed,SOLID (KBr PELLET),19225
C111160,1,ok,condensed,SOLID (NUJOL MULL),37778
C111160,2,end,,,0
C628660,0,ok,gas,gas,14023
C628660,1,end,,,0
C1604111,0,ok,gas,gas,4297
C1604111,1,end,,,0
C627918,0,ok,condensed,LIQUID,19265
C627918,1,end,,,0
C681572,0,ok,gas,gas,7870
C681572,1,end,,,0
C623825,0,ok,gas,gas,14380
C333364128,0,ok,condensed,SOLID (1.2 mg / 650 mg KBr DISC),32877
C333364128,1,end,,,0
C5451581,0,ok,unknown,TRANSMISSION,19135
C5451581,1,end,,,0
C2338456,0,ok,condensed,SOLID (KBr PELLET),19069
C2338456,1,end,,,0
C7400455,0,ok,gas,gas,14260
C7400455,1,end,,,0
C25395317,0,ok,gas,gas,7048
C25395317,1,end,,,0
C7250557,0,ok,condensed,LIQUID (NEAT),32357
C7250557,1,ok,condensed,SOLUTION (10% CCl4 FOR 3800-470 CM^-^1),32385
C7250557,2,end,,,0
C102625,0,ok,gas,gas,4121
C102625,1,ok,condensed,LIQUID (NEAT),32970
C102625,2,end,,,0
C98962993,0,ok,condensed,SOLID (NUJOL),19628
C98962993,1,end,,,0
C470633,0,ok,condensed,SOLID (NUJOL MULL),34176
C470633,1,end,,,0
C4253343,0,ok,gas,gas,12721
C4253343,1,ok,condensed,"SOLUTION (11% CCl4 FOR 3800-1300, 5% CS2 FOR 1300-650, AND 11% CCl4 FOR 650-250)",34462
C4253343,2,end,,,0
C3031989,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33004
C3031989,1,end,,,0
C18244956,0,ok,gas,gas,14192
C18244956,1,end,,,0
C2404355,0,ok,gas,gas,3832
C2404355,1,ok,unknown,,601
C2404355,2,end,,,0
C6294402,0,ok,gas,gas,13564
C6294402,1,end,,,0
C77656,0,ok,condensed,SOLID (SPLIT MULL),32416
C77656,1,end,,,0
C615838,0,ok,gas,gas,4913
C615838,1,end,,,0
C15848223,0,ok,gas,gas,13928
C15848223,1,end,,,0
C609121,0,ok,gas,gas,4651
C609121,1,end,,,0
C2453465,0,ok,gas,gas,4094
C2453465,1,end,,,0
C931680,0,ok,gas,gas,4227
C931680,1,end,,,0
C89693516,0,ok,unknown,,625
C89693516,1,end,,,0
C7145359,0,ok,condensed,SOLID (0.7 mg / 650 mg KBr DISC),33267
C7145359,1,end,,,0
C15721229,0,ok,gas,gas,7936
C15721229,1,end,,,0
C54819862,0,ok,unknown,,612
C5411552,0,ok,gas,gas,4647
C5411552,1,end,,,0
C22710118,0,ok,unknown,,616
C22710118,1,end,,,0
C6092542,0,ok,gas,gas,4150
C6092542,1,end,,,0
C3234648,0,ok,gas,gas,4555
C7383779,0,ok,gas,gas,12549
C7383779,1,end,,,0
C95378362,0,ok,gas,gas,14116
C95378362,1,end,,,0
C82560121,0,ok,gas,gas,12691
C24480306,0,ok,condensed,SOLID (1 mg / 500 mg KBr DISC),21920
C24480306,1,end,,,0
C23135220,0,ok,gas,gas,4202
C23135220,1,end,,,0
C152450709,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33027
C152450709,1,end,,,0
C7501306,0,ok,unknown,,637
C7501306,1,end,,,0
C1619347,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33087
C1619347,1,end,,,0
C766938,0,ok,gas,gas,13939
C766938,1,end,,,0
C2525168,0,ok,condensed,LIQUID,18383
C1122561,0,ok,gas,gas,14522
C1122561,1,end,,,0
C107584,0,ok,gas,gas,4207
C107584,1,end,,,0
C5146883,0,ok,gas,gas,13783
C5146883,1,end,,,0
C17976806,0,ok,gas,gas,4255
C17976806,1,ok,condensed,LIQUID (NEAT),32274
C17976806,2,end,,,0
C696571,0,ok,gas,gas,4166
C696571,1,end,,,0
C89894973,0,ok,condensed,SOLID (KBr PELLET),19222
C89894973,1,end,,,0
C36166753,0,ok,gas,gas,4574
C36166753,1,end,,,0
C2439352,0,ok,unknown,TRANSMISSION,19145
C2439352,1,end,,,0
C6270195,0,ok,gas,gas,14163
C6270195,1,end,,,0
C19383041,0,ok,unknown,TRANSMISSION,21091
C19383041,1,end,,,0
C7150723,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",32946
C7150723,1,end,,,0
C3164736,0,ok,gas,gas,4297
C3164736,1,end,,,0
C10143541,0,ok,unknown,,630
C10143541,1,end,,,0
C5001376,0,ok,condensed,LIQUID (NEAT),26421
C5001376,1,end,,,0
C772689,0,ok,condensed,SOLID (MINERAL OIL MULL),20905
C772689,1,end,,,0
C5334872,0,ok,gas,gas,13764
C5334872,1,end,,,0
C4146218,0,ok,unknown,TRANSMISSION,20728
C4146218,1,end,,,0
C4146207,0,ok,unknown,TRANSMISSION,21279
C4146207,1,end,,,0
C7786347,0,ok,gas,gas,4101
C7786347,1,end,,,0
C108872,0,ok,gas,gas,3907
C108872,1,ok,gas,"GAS (30 mmHg, N2 ADDED, TOTAL PRESSURE 600 mmHg)",32242
C108872,2,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, AND 10% IN CCl4 FOR 650-250 CM^-^1) VERSUS SOLVENT",27065
C592767,0,ok,gas,gas,4314
C592767,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1300, 10% IN CS2 FOR 1300-650, AND 10% CCl4 FOR 650-220 CM^-^1) VERSUS SOLVENT",27141
C592767,2,end,,,0
C2532583,0,ok,gas,gas,3638
C2532583,1,end,,,0
C1192183,0,ok,gas,gas,3752
C822504,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-400 CM^-^1)",37782
C822504,1,end,,,0
C291645,0,ok,gas,gas,3997
C291645,1,end,,,0
C14686147,0,ok,gas,gas,3932
C2213323,0,ok,gas,gas,4094
C2213323,1,end,,,0
C10574375,0,ok,gas,gas,4105
C10574375,1,end,,,0
C6094026,0,ok,gas,gas,4095
C625650,0,ok,gas,gas,4079
C625650,1,end,,,0
C2738194,0,ok,gas,gas,4103
C2738194,1,end,,,0
C594569,0,ok,gas,gas,3988
C594569,1,end,,,0
C3683225,0,ok,gas,gas,4086
C3683225,1,end,,,0
C816795,0,ok,gas,gas,4102
C816795,1,end,,,0
C3404726,0,ok,gas,gas,4057
C3404726,1,end,,,0
C4914890,0,ok,gas,gas,3999
C4914890,1,end,,,0
C690084,0,ok,gas,gas,4161
C690084,1,end,,,0
C10574364,0,ok,gas,gas,4374
C10574364,1,end,,,0
C3769231,0,ok,gas,gas,4136
C3769231,1,end,,,0
C762630,0,ok,gas,gas,4064
C762630,1,end,,,0
C4914914,0,ok,gas,gas,4113
C4914914,1,end,,,0
C3404613,0,ok,gas,gas,4005
C3404613,1,end,,,0
C3404737,0,ok,gas,gas,4029
C3404737,1,end,,,0
C7385822,0,ok,gas,gas,4053
C7385822,1,end,,,0
C692240,0,ok,gas,gas,3952
C692240,1,end,,,0
C20710387,0,ok,gas,gas,4287
C20710387,1,end,,,0
C7385786,0,ok,gas,gas,4018
C7385786,1,end,,,0
C3683190,0,ok,gas,gas,4217
C3683190,1,end,,,0
C7357939,0,ok,gas,gas,4351
C7357939,1,end,,,0
C4127473,0,ok,gas,gas,4095
C13151172,0,ok,gas,gas,4084
C13151172,1,end,,,0
C15840605,0,ok,gas,gas,4047
C15840605,1,end,,,0
C592789,0,ok,gas,gas,4097
C592789,1,end,,,0
C592778,0,ok,gas,gas,4102
C592778,1,end,,,0
C2453001,0,ok,gas,gas,3765
C2453001,1,end,,,0
C1003196,0,ok,gas,gas,4383
C1003196,1,end,,,0
C3404624,0,ok,gas,gas,4194
C3404624,1,end,,,0
C3404555,0,ok,gas,gas,4129
C3404555,1,end,,,0
C5750027,0,ok,gas,gas,4161
C5750027,1,end,,,0
C3404657,0,ok,gas,gas,4108
C3404657,1,end,,,0
C4549319,0,ok,gas,gas,4415
C4549319,1,end,,,0
C821761,0,ok,gas,gas,4037
C821761,1,end,,,0
C39896065,0,ok,condensed,"SOLID (KBr DISC, 0.8% WT.)",32327
C39896065,1,end,,,0
C14370457,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33247
C14370457,1,end,,,0
C693516,0,ok,gas,gas,14054
C693516,1,end,,,0
C7663776,0,ok,gas,gas,4229
C7663776,1,end,,,0
C3073561,0,ok,condensed,SOLID (SPLIT MULL),32518
C3073561,1,end,,,0
C21432984,0,ok,condensed,SOLID (0.9 mg / 650 KBr DISC),27162
C21432984,1,end,,,0
C3693536,0,ok,gas,gas,12479
C3693536,1,end,,,0
C10605240,0,ok,condensed,LIQUID (NEAT),32156
C10605240,1,end,,,0
C116594991,0,ok,condensed,SOLID (OIL MULL),32565
C116594991,1,end,,,0
C13404518,0,ok,condensed,SOLID (1 mg / 650 mg KBr DISC),21864
C947024,0,ok,gas,gas,3900
C947024,1,end,,,0
C6923224,0,ok,gas,gas,4189
C6923224,1,end,,,0
C111717,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1350, 10% CS2 FOR 1350-450 CM^-^1)",32531
C111717,1,end,,,0
C110430,0,ok,gas,gas,4233
C106354,0,ok,gas,gas,4439
C106354,1,end,,,0
C123193,0,ok,gas,gas,4261
C123193,1,ok,gas,VAPOR (20 MICROLITER AT 150 C),26765
C123193,2,end,,,0
C565800,0,ok,gas,gas,4203
C565800,1,end,,,0
C4938527,0,ok,gas,gas,4462
C4938527,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400)",32918
C4938527,2,end,,,0
C502410,0,ok,gas,gas,4220
C502410,1,end,,,0
C590501,0,ok,gas,gas,4227
C590501,1,end,,,0
C17042169,0,ok,gas,gas,4172
C591231,0,ok,gas,gas,4175
C591231,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-450 CM^-^1)",37185
C591231,2,end,,,0
C7379126,0,ok,gas,gas,4354
C7379126,1,end,,,0
C590670,0,ok,gas,gas,4120
C590670,1,end,,,0
C623563,0,ok,gas,gas,4409
C623563,1,end,,,0
C583595,0,ok,gas,gas,4063
C583595,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 3800-1333, 10% IN CS2 FOR 1333-450 CM^-^1)",37111
C583595,2,end,,,0
C2550212,0,ok,gas,gas,4222
C2550212,1,end,,,0
C6137037,0,ok,gas,gas,4209
C6137037,1,end,,,0
C7731295,0,ok,gas,gas,3881
C7443701,0,ok,gas,gas,4040
C7443701,1,end,,,0
C589913,0,ok,gas,gas,4162
C589913,1,end,,,0
C7443529,0,ok,gas,gas,4624
C7443529,1,end,,,0
C20925319,0,ok,gas,gas,14075
C20925319,1,end,,,0
C84348867,0,ok,gas,gas,13817
C653372,0,ok,gas,gas,13721
C653372,1,end,,,0
C602948,0,ok,gas,gas,16111
C602948,1,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",33230
C602948,2,end,,,0
C22134118,0,ok,gas,gas,13846
C22134118,1,end,,,0
C6575059,0,ok,gas,gas,14417
C6575059,1,end,,,0
C23165460,0,ok,gas,gas,13639
C22134072,0,ok,gas,gas,13879
C22134072,1,end,,,0
C127142692,0,ok,gas,gas,12292
C127142692,1,end,,,0
C189807203,0,ok,gas,gas,14158
C88419561,0,ok,gas,gas,14060
C88419561,1,end,,,0
C653350,0,ok,gas,gas,14142
C653350,1,end,,,0
C20583668,0,ok,gas,gas,13918
C20583668,1,end,,,0
C136514175,0,ok,gas,gas,13317
C136514175,1,end,,,0
C206761913,0,ok,gas,gas,14039
C206761913,1,end,,,0
C7657092,0,ok,gas,gas,3900
C7657092,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1335, 10% CS2 FOR 1335-400 CM^-^1)",33014
C7657092,2,end,,,0
C445012,0,ok,gas,gas,4204
C445012,1,end,,,0
C32118335,0,ok,gas,gas,13645
C32118335,1,end,,,0
C344387,0,ok,gas,gas,4325
C344387,1,end,,,0
C349031,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",33005
C349031,1,end,,,0
C144584678,0,ok,gas,gas,13686
C144584678,1,end,,,0
C104540423,0,ok,gas,gas,14112
C104540423,1,end,,,0
C130723136,0,ok,gas,gas,13377
C130723136,1,end,,,0
C68322849,0,ok,gas,gas,13764
C68322849,1,end,,,0
C40161544,0,ok,gas,gas,13952
C40161544,1,end,,,0
C40161555,0,ok,gas,gas,13041
C40161555,1,end,,,0
C179897893,0,ok,gas,gas,14273
C179897893,1,end,,,0
C79630232,0,ok,gas,gas,14174
C79630232,1,end,,,0
C320503,0,ok,gas,gas,4128
C320503,1,end,,,0
C1194656,0,ok,condensed,"SOLUTION (1% IN CCl4 FOR 4000-1300, 1% IN CS2 FOR 1300-200 CM^-^1)",31267
C1194656,1,ok,condensed,SOLID (KBr DISC),30799
C1194656,2,end,,,0
C6575004,0,ok,gas,gas,7494
C6575004,1,end,,,0
C21663616,0,ok,gas,gas,13722
C21663616,1,end,,,0
C6574998,0,ok,gas,gas,14409
C6574998,1,end,,,0
C6574987,0,ok,gas,gas,14182
C6574987,1,end,,,0
C60233650,0,ok,condensed,SOLID (1 mg / 500 mg KBr DISC),27859
C60233650,1,end,,,0
C5671147,0,ok,condensed,SOLUTION (7% CHCl3) VS SOLVENT,32634
C5671147,1,end,,,0
C5392825,0,ok,gas,gas,4184
C5392825,1,end,,,0
C34893920,0,ok,gas,gas,7523
C34893920,1,end,,,0
C25784912,0,ok,gas,gas,14315
C25784912,1,end,,,0
C7073361,0,ok,gas,gas,14189
C7073361,1,end,,,0
C3622239,0,ok,gas,gas,14169
C3622239,1,end,,,0
C6590949,0,ok,gas,gas,13658
C6590949,1,end,,,0
C6590938,0,ok,gas,gas,13812
C6590938,1,end,,,0
C6590950,0,ok,gas,gas,13777
C6590950,1,end,,,0
C6590961,0,ok,gas,gas,13925
C6590961,1,end,,,0
C4659454,0,ok,gas,gas,4179
C4659454,1,end,,,0
C89758,0,ok,gas,gas,4513
C89758,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",19918
C89758,2,end,,,0
C3024724,0,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",19920
C3024724,1,end,,,0
C2905626,0,ok,gas,gas,12254
C2905626,1,end,,,0
C50431,0,ok,gas,gas,14263
C50431,1,end,,,0
C13014249,0,ok,gas,gas,4107
C13014249,1,end,,,0
C13014181,0,ok,gas,gas,4164
C13014181,1,end,,,0
C1825214,0,ok,gas,gas,3992
C1825214,1,end,,,0
C6969524,0,ok,unknown,,618
C129714972,0,ok,gas,gas,12669
C129714972,1,end,,,0
C18355732,0,ok,gas,gas,14092
C18355732,1,end,,,0
C18063020,0,ok,gas,gas,13709
C672571,0,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-450 CM^-^1)",32672
C672571,1,end,,,0
C121175,0,ok,gas,gas,4839
C121175,1,end,,,0
C777377,0,ok,gas,gas,4281
C118832,0,ok,gas,gas,4880
C118832,1,end,,,0
C94087408,0,ok,gas,gas,13992
C94087408,1,end,,,0
C60702694,0,ok,gas,gas,13062
C117482845,0,ok,gas,gas,14276
C117482845,1,end,,,0
C137724664,0,ok,gas,gas,13638
C137724664,1,end,,,0
C34662312,0,ok,gas,gas,4284
C34662323,0,ok,condensed,"SOLID (SPLIT MULL), FLUOROLUBE FOR 3800-1330 CM^-^1, NUJOL FOR 1330-400 CM^-^1",36776
C34662323,1,end,,,0
C28163000,0,ok,gas,gas,13547
C28163000,1,end,,,0
C57135689,0,ok,gas,gas,12416
C57135689,1,end,,,0
C40397964,0,ok,gas,gas,14142
C40397964,1,end,,,0
C64248642,0,ok,gas,gas,4122
C64248642,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",33047
C64248642,2,end,,,0
C1897525,0,ok,gas,gas,4329
C1897525,1,end,,,0
C65295694,0,ok,gas,gas,12526
C65295694,1,end,,,0
C116465486,0,ok,condensed,SOLID (0.8 mg / 650 mg KBr DISC),32630
C116465486,1,end,,,0
C206559571,0,ok,gas,gas,13854
C141106527,0,ok,gas,gas,13828
C141106527,1,end,,,0
C2686728,0,ok,condensed,SOLID (0.6 mg / 650 mg KBr DISC),32961
C2686728,1,end,,,0
C104451709,0,ok,gas,gas,12955
C161793175,0,ok,gas,gas,13224
C161793175,1,end,,,0
C165047245,0,ok,gas,gas,13971
C165047245,1,end,,,0
C58551830,0,ok,gas,gas,12724
C58551830,1,end,,,0
C61079729,0,ok,gas,gas,14224
C61079729,1,end,,,0
C28314809,0,ok,gas,gas,14165
C28314809,1,end,,,0
C2358294,0,ok,gas,gas,14191
C2358294,1,end,,,0
C446173,0,ok,gas,gas,12900
C446173,1,end,,,0
C367862,0,ok,gas,gas,4062
C367862,1,end,,,0
C400748,0,ok,gas,gas,4397
C400748,1,end,,,0
C771562,0,ok,gas,gas,3986
C771562,1,end,,,0
C440608,0,ok,gas,gas,11837
C440608,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-470 CM^-^1)",32448
C440608,2,end,,,0
C32477353,0,ok,gas,gas,13790
C32477353,1,end,,,0
C79544299,0,ok,gas,gas,13651
C79544299,1,end,,,0
C17417093,0,ok,gas,gas,13582
C17417093,1,end,,,0
C68622140,0,ok,gas,gas,12458
C68622140,1,end,,,0
C65303824,0,ok,gas,gas,14178
C65303824,1,end,,,0
C1689834,0,ok,condensed,"SOLID (SPLIT MULL, FLUOROLUBE FOR 3800-1330 AND NUJOL FOR 1330-400 CM ^-^1)",34531
C1689834,1,end,,,0
C1633449,0,ok,gas,gas,13461
C1633449,1,end,,,0
C29181508,0,ok,gas,gas,14082
C35213004,0,ok,gas,gas,13533
C35213004,1,end,,,0
C72678194,0,ok,gas,gas,14140
C72678194,1,end,,,0
C610719,0,ok,gas,gas,7218
C610719,1,end,,,0
C90595,0,ok,gas,gas,6648
C90595,1,ok,condensed,"SOLUTION (10% IN CCl4 FOR 5000-1350 CM^-^1, 10% IN CS2 FOR 1350-625 CM^-^1)",19943
C90595,2,end,,,0
C5279323,0,ok,gas,gas,12449
C5279323,1,end,,,0
C618586,0,ok,gas,gas,14350
C618586,1,end,,,0
C3337620,0,ok,gas,gas,14237
C3337620,1,end,,,0
C3147555,0,ok,unknown,,620
C3147555,1,end,,,0
C37721758,0,ok,gas,gas,14814
C37721758,1,end,,,0
C109919268,0,ok,gas,gas,13789
C109919268,1,end,,,0
C586754,0,ok,unknown,,610
C586754,1,end,,,0
C7154667,0,ok,gas,gas,4271
C7154667,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-400 CM^-^1)",33247
C7154667,2,end,,,0
C1711097,0,ok,gas,gas,3949
C21739924,0,ok,gas,gas,11651
C21739924,1,end,,,0
C19652325,0,ok,gas,gas,12089
C19652325,1,end,,,0
C21739935,0,ok,gas,gas,14192
C59748902,0,ok,gas,gas,14251
C59748902,1,end,,,0
C402437,0,ok,gas,gas,4104
C402437,1,end,,,0
C157911563,0,ok,gas,gas,13200
C151412021,0,ok,gas,gas,13138
C151412021,1,end,,,0
C113170711,0,ok,gas,gas,12797
C113170711,1,end,,,0
C2252440,0,ok,gas,gas,12603
C2252440,1,end,,,0
C50824049,0,ok,gas,gas,4509
C50824049,1,ok,condensed,"SOLUTION (10% CCl4 FOR 3800-1330, 10% CS2 FOR 1330-460 CM^-^1)",32570
C407147,0,ok,gas,gas,13904
C407147,1,end,,,0
C57848461,0,ok,gas,gas,12577
C57848461,1,end,,,0
C623007,0,ok,gas,gas,4656
C623007,1,ok,condensed,"SOLUTION (5% IN CCl4 FOR 3800-1330, 5% IN CS2 FOR 1330-400 CM^-^1)",36891
C623007,2,end,,,0
C23138558,0,ok,gas,gas,13879
C23138558,1,end,,,0
C2493029,0,ok,gas,gas,3799
C2493029,1,end,,,0
C1592003,0,ok,gas,gas,13631
C1592003,1,end,,,0
C16789847,0,ok,gas,gas,15029
C16789847,1,end,,,0
C2131591,0,ok,gas,gas,13998
C2131591,1,end,,,0
C24279398,0,ok,gas,gas,12870
C24279398,1,end,,,0
C78473004,0,ok,gas,gas,6410
C78473004,1,end,,,0
C122010,0,ok,gas,gas,11992
